,productivity,utility,coverage,harmonic_mean
Chepeho smrti,0.2,0.1333,0.0009,0.0017
než šest,0.2,0.1333,0.0009,0.0017
neúspěchem a,0.2,0.1333,0.0009,0.0017
nezávislost španělského,0.2,0.1333,0.0009,0.0017
o Jižní,0.2,0.1333,0.0009,0.0017
plyn až,0.2,0.1333,0.0009,0.0017
netradiční hlavou,0.2,0.1333,0.0009,0.0017
německého autobusu,0.2,0.1333,0.0009,0.0017
plácku v,0.2,0.1333,0.0009,0.0017
němu s,0.2,0.1333,0.0009,0.0017
Abe projevil,0.2,0.1333,0.0009,0.0017
nesouhlasil s,0.2,0.1333,0.0009,0.0017
Divadlu Petra,0.2,0.1333,0.0009,0.0017
plánuje na,0.2,0.1333,0.0009,0.0017
neposkytl poslancům,0.2,0.1333,0.0009,0.0017
Do Německa,0.2,0.1333,0.0009,0.0017
nepodílela na,0.2,0.1333,0.0009,0.0017
Do ČR,0.2,0.1333,0.0009,0.0017
otrav metanolem,0.2,0.1333,0.0009,0.0017
Dohoda institucí,0.2,0.1333,0.0009,0.0017
25 prosince,0.2,0.1333,0.0009,0.0017
neumí odvést,0.2,0.1333,0.0009,0.0017
Devil zakázán,0.2,0.1333,0.0009,0.0017
otrávil jedovatými,0.2,0.1333,0.0009,0.0017
nevystavovat se,0.2,0.1333,0.0009,0.0017
plyn do,0.2,0.1333,0.0009,0.0017
50 procenta,0.2,0.1333,0.0009,0.0017
plynů nefunguje,0.2,0.1333,0.0009,0.0017
nevěnovali Národnímu,0.2,0.1333,0.0009,0.0017
neví o,0.2,0.1333,0.0009,0.0017
nevznikají z,0.2,0.1333,0.0009,0.0017
Columbie skončila,0.2,0.1333,0.0009,0.0017
"Cílová skupina,",0.2,0.1333,0.0009,0.0017
návštěvě Íránu,0.2,0.1333,0.0009,0.0017
nevyrábí svůj,0.2,0.1333,0.0009,0.0017
plzeňské pobočky,0.2,0.1333,0.0009,0.0017
40 miliard,0.2,0.1333,0.0009,0.0017
otrávil člověk,0.2,0.1333,0.0009,0.0017
některých soutěžích,0.2,0.1333,0.0009,0.0017
nutné se,0.2,0.1333,0.0009,0.0017
Allende zemřel,0.2,0.1333,0.0009,0.0017
oslabenou vrstvou,0.2,0.1333,0.0009,0.0017
odmítá 56,0.2,0.1333,0.0009,0.0017
Holešovicích se,0.2,0.1333,0.0009,0.0017
městské divadlo,0.2,0.1333,0.0009,0.0017
odmítl možnost,0.2,0.1333,0.0009,0.0017
město Kuby,0.2,0.1333,0.0009,0.0017
"Americké konvoje,",0.2,0.1333,0.0009,0.0017
odmítli navštívit,0.2,0.1333,0.0009,0.0017
městem čínského,0.2,0.1333,0.0009,0.0017
okolo 5000,0.2,0.1333,0.0009,0.0017
pozice místopředsedy,0.2,0.1333,0.0009,0.0017
"Horákovi hrozí,",0.2,0.1333,0.0009,0.0017
měst konalo,0.2,0.1333,0.0009,0.0017
Houghton varoval,0.2,0.1333,0.0009,0.0017
Angeles policisté,0.2,0.1333,0.0009,0.0017
"10000 lidmi,",0.2,0.1333,0.0009,0.0017
poznamenány ostrou,0.2,0.1333,0.0009,0.0017
odmítl kandidovat,0.2,0.1333,0.0009,0.0017
"Havlík, ředitel",0.2,0.1333,0.0009,0.0017
povodním v,0.2,0.1333,0.0009,0.0017
na Freudovy,0.2,0.1333,0.0009,0.0017
Astrid Lindgrenové,0.2,0.1333,0.0009,0.0017
odborových organizací,0.2,0.1333,0.0009,0.0017
Armáda zabavila,0.2,0.1333,0.0009,0.0017
odehraje na,0.2,0.1333,0.0009,0.0017
na Karlově,0.2,0.1333,0.0009,0.0017
176 domů,0.2,0.1333,0.0009,0.0017
na 40,0.2,0.1333,0.0009,0.0017
považuje kritiku,0.2,0.1333,0.0009,0.0017
António Guterres,0.2,0.1333,0.0009,0.0017
151 narozeniny,0.2,0.1333,0.0009,0.0017
15 milionů,0.2,0.1333,0.0009,0.0017
může nastat,0.2,0.1333,0.0009,0.0017
používání freonů,0.2,0.1333,0.0009,0.0017
okupace Českolovenska,0.2,0.1333,0.0009,0.0017
měla dodávat,0.2,0.1333,0.0009,0.0017
mít ztížené,0.2,0.1333,0.0009,0.0017
Bratislavě posledního,0.2,0.1333,0.0009,0.0017
počasí může,0.2,0.1333,0.0009,0.0017
pražské letiště,0.2,0.1333,0.0009,0.0017
pražské meteorologické,0.2,0.1333,0.0009,0.0017
Iráku za,0.2,0.1333,0.0009,0.0017
pražském letišti,0.2,0.1333,0.0009,0.0017
mu jednat,0.2,0.1333,0.0009,0.0017
pražský hotel,0.2,0.1333,0.0009,0.0017
možnost vyrobit,0.2,0.1333,0.0009,0.0017
odvolání Tomia,0.2,0.1333,0.0009,0.0017
"Islands přilákat,",0.2,0.1333,0.0009,0.0017
pražských Holešovicích,0.2,0.1333,0.0009,0.0017
pražských ostrovech,0.2,0.1333,0.0009,0.0017
motoristovi zakročili,0.2,0.1333,0.0009,0.0017
Itálie stovky,0.2,0.1333,0.0009,0.0017
Angeles nedošlo,0.2,0.1333,0.0009,0.0017
Ivaščenka nemohl,0.2,0.1333,0.0009,0.0017
praktickému lékaři,0.2,0.1333,0.0009,0.0017
požádal maďarského,0.2,0.1333,0.0009,0.0017
pořádání festivalu,0.2,0.1333,0.0009,0.0017
počet filmových,0.2,0.1333,0.0009,0.0017
odmítá omezit,0.2,0.1333,0.0009,0.0017
Hradec Králové,0.2,0.1333,0.0009,0.0017
mít podvozek,0.2,0.1333,0.0009,0.0017
místopředsedy Sněmovny,0.2,0.1333,0.0009,0.0017
Humvee s,0.2,0.1333,0.0009,0.0017
místo než,0.2,0.1333,0.0009,0.0017
místo Turistického,0.2,0.1333,0.0009,0.0017
II patří,0.2,0.1333,0.0009,0.0017
počtu závodů,0.2,0.1333,0.0009,0.0017
pořadatelé United,0.2,0.1333,0.0009,0.0017
má zásilkový,0.2,0.1333,0.0009,0.0017
odvezli do,0.2,0.1333,0.0009,0.0017
09 do,0.2,0.1333,0.0009,0.0017
má za,0.2,0.1333,0.0009,0.0017
Guterres je,0.2,0.1333,0.0009,0.0017
odbavilo pražské,0.2,0.1333,0.0009,0.0017
Grégr neposkytl,0.2,0.1333,0.0009,0.0017
potřeba zastavit,0.2,0.1333,0.0009,0.0017
organismu doprovázené,0.2,0.1333,0.0009,0.0017
opětovným výkonem,0.2,0.1333,0.0009,0.0017
"Freony, které",0.2,0.1333,0.0009,0.0017
obyvatel země,0.2,0.1333,0.0009,0.0017
poháru bude,0.2,0.1333,0.0009,0.0017
pojišťovnou Zurich,0.2,0.1333,0.0009,0.0017
opět kontrolují,0.2,0.1333,0.0009,0.0017
Freuda na,0.2,0.1333,0.0009,0.0017
Blízký Východ,0.2,0.1333,0.0009,0.0017
Freudovy 151,0.2,0.1333,0.0009,0.0017
1992 byla,0.2,0.1333,0.0009,0.0017
na přímém,0.2,0.1333,0.0009,0.0017
policistů z,0.2,0.1333,0.0009,0.0017
1989 osvobodilo,0.2,0.1333,0.0009,0.0017
na představitele,0.2,0.1333,0.0009,0.0017
obrněných vozidel,0.2,0.1333,0.0009,0.0017
pohybují pomocí,0.2,0.1333,0.0009,0.0017
organismu má,0.2,0.1333,0.0009,0.0017
oblibu než,0.2,0.1333,0.0009,0.0017
nabídne místo,0.2,0.1333,0.0009,0.0017
Festival filmů,0.2,0.1333,0.0009,0.0017
podporu spojencům,0.2,0.1333,0.0009,0.0017
oblast stratosféry,0.2,0.1333,0.0009,0.0017
osamostatnění španělského,0.2,0.1333,0.0009,0.0017
podpoře malého,0.2,0.1333,0.0009,0.0017
na výrobě,0.2,0.1333,0.0009,0.0017
Frankfurtu poprvé,0.2,0.1333,0.0009,0.0017
Bolívie Evo,0.2,0.1333,0.0009,0.0017
organizací vytváří,0.2,0.1333,0.0009,0.0017
podvozek od,0.2,0.1333,0.0009,0.0017
na velikosti,0.2,0.1333,0.0009,0.0017
obornou pomoc,0.2,0.1333,0.0009,0.0017
na vedení,0.2,0.1333,0.0009,0.0017
Freudových 151,0.2,0.1333,0.0009,0.0017
na premiéře,0.2,0.1333,0.0009,0.0017
obžalovaným Viktorem,0.2,0.1333,0.0009,0.0017
na další,0.2,0.1333,0.0009,0.0017
od komunismu,0.2,0.1333,0.0009,0.0017
post generálního,0.2,0.1333,0.0009,0.0017
Galerii Moderního,0.2,0.1333,0.0009,0.0017
oproti zbytku,0.2,0.1333,0.0009,0.0017
na dvanácti,0.2,0.1333,0.0009,0.0017
1945 panoval,0.2,0.1333,0.0009,0.0017
potkají v,0.2,0.1333,0.0009,0.0017
1989 osvobodili,0.2,0.1333,0.0009,0.0017
na akci,0.2,0.1333,0.0009,0.0017
opomněl bitvu,0.2,0.1333,0.0009,0.0017
od smlouvy,0.2,0.1333,0.0009,0.0017
Americké konvoje,0.2,0.1333,0.0009,0.0017
na Světovém,0.2,0.1333,0.0009,0.0017
od trestu,0.2,0.1333,0.0009,0.0017
od USA,0.2,0.1333,0.0009,0.0017
od Tatry,0.2,0.1333,0.0009,0.0017
Gabriel vytvoří,0.2,0.1333,0.0009,0.0017
Bezruče v,0.2,0.1333,0.0009,0.0017
na post,0.2,0.1333,0.0009,0.0017
pomocí echolokace,0.2,0.1333,0.0009,0.0017
ochotna přijmout,0.2,0.1333,0.0009,0.0017
portrét slovenského,0.2,0.1333,0.0009,0.0017
na oficiální,0.2,0.1333,0.0009,0.0017
na některých,0.2,0.1333,0.0009,0.0017
"ochotna přijmout,",0.2,0.1333,0.0009,0.0017
Challenger i,0.2,0.1333,0.0009,0.0017
Gabriel odmítl,0.2,0.1333,0.0009,0.0017
na květen,0.2,0.1333,0.0009,0.0017
Benedikt XVI,0.2,0.1333,0.0009,0.0017
ochránily životy,0.2,0.1333,0.0009,0.0017
poslancům zprávu,0.2,0.1333,0.0009,0.0017
Bahamy mají,0.2,0.1333,0.0009,0.0017
"posledního vraha,",0.2,0.1333,0.0009,0.0017
Bývalý viceguvernér,0.1,0.0667,0.0009,0.0017
národní banky,0.1,0.0667,0.0009,0.0017
Írán se,0.1,0.0667,0.0009,0.0017
viceguvernér České,0.1,0.0667,0.0009,0.0017
banky Luděk,0.1,0.0667,0.0009,0.0017
České národní,0.1,0.0667,0.0009,0.0017
70% Fiatů,0.1,0.0667,0.0004,0.0009
výdajů na,0.1,0.0667,0.0004,0.0009
víkendu kaloni,0.1,0.0667,0.0004,0.0009
V sedmém,0.1,0.0667,0.0004,0.0009
V kanceláři,0.1,0.0667,0.0004,0.0009
Ruzyně zaznamenává,0.1,0.0667,0.0004,0.0009
1961 a,0.1,0.0667,0.0004,0.0009
V jihomoravské,0.1,0.0667,0.0004,0.0009
že za,0.1,0.0667,0.0004,0.0009
V jihoamerickém,0.1,0.0667,0.0004,0.0009
Rybníky jsou,0.1,0.0667,0.0004,0.0009
V jihlavské,0.1,0.0667,0.0004,0.0009
Amatérští filmaři,0.1,0.0667,0.0004,0.0009
2 světovou,0.1,0.0667,0.0004,0.0009
1968 jsou,0.1,0.0667,0.0004,0.0009
Sanders se,0.1,0.0667,0.0004,0.0009
Aláví již,0.1,0.0667,0.0004,0.0009
že se,0.1,0.0667,0.0004,0.0009
že kaple,0.1,0.0667,0.0004,0.0009
V Kolumbii,0.1,0.0667,0.0004,0.0009
V Havaně,0.1,0.0667,0.0004,0.0009
z matematiky,0.1,0.0667,0.0004,0.0009
2 je,0.1,0.0667,0.0004,0.0009
výroky o,0.1,0.0667,0.0004,0.0009
"USA, kteří",0.1,0.0667,0.0004,0.0009
výskyt stále,0.1,0.0667,0.0004,0.0009
šedesáti minut,0.1,0.0667,0.0004,0.0009
1945 byla,0.1,0.0667,0.0004,0.0009
1919 nevystavovali,0.1,0.0667,0.0004,0.0009
Vozy Fiat,0.1,0.0667,0.0004,0.0009
a Columbie,0.1,0.0667,0.0004,0.0009
"Zoubek, je",0.1,0.0667,0.0004,0.0009
10000 lidmi,0.1,0.0667,0.0004,0.0009
vztah Británie,0.1,0.0667,0.0004,0.0009
žádnou knihu,0.1,0.0667,0.0004,0.0009
126 se,0.1,0.0667,0.0004,0.0009
13 lety,0.1,0.0667,0.0004,0.0009
Rudě na,0.1,0.0667,0.0004,0.0009
14 května,0.1,0.0667,0.0004,0.0009
Rudě nebezpečné,0.1,0.0667,0.0004,0.0009
z rozpočtu,0.1,0.0667,0.0004,0.0009
15 filmových,0.1,0.0667,0.0004,0.0009
válečnou kořist,0.1,0.0667,0.0004,0.0009
židovské rodině,0.1,0.0667,0.0004,0.0009
žijícího lingvistu,0.1,0.0667,0.0004,0.0009
válečného útoku,0.1,0.0667,0.0004,0.0009
1841 bude,0.1,0.0667,0.0004,0.0009
1841 čeká,0.1,0.0667,0.0004,0.0009
Šéf vlády,0.1,0.0667,0.0004,0.0009
Ruské federaci,0.1,0.0667,0.0004,0.0009
Ve věku,0.1,0.0667,0.0004,0.0009
Ve státě,0.1,0.0667,0.0004,0.0009
válku připraven,0.1,0.0667,0.0004,0.0009
Ruské muzeum,0.1,0.0667,0.0004,0.0009
Ruzyně méně,0.1,0.0667,0.0004,0.0009
války s,0.1,0.0667,0.0004,0.0009
že by,0.1,0.0667,0.0004,0.0009
"šest závodů,",0.1,0.0667,0.0004,0.0009
600 milionů,0.1,0.0667,0.0004,0.0009
Slovenska plně,0.1,0.0667,0.0004,0.0009
Technologickém institutu,0.1,0.0667,0.0004,0.0009
Tamaulipas u,0.1,0.0667,0.0004,0.0009
TOP09 do,0.1,0.0667,0.0004,0.0009
21 sprna,0.1,0.0667,0.0004,0.0009
Sólyom neodcestoval,0.1,0.0667,0.0004,0.0009
větších a,0.1,0.0667,0.0004,0.0009
Středočeský kraj,0.1,0.0667,0.0004,0.0009
"3,7 miliardy",0.1,0.0667,0.0004,0.0009
Státní zemědělská,0.1,0.0667,0.0004,0.0009
"30,2 miliard",0.1,0.0667,0.0004,0.0009
Sochu slavného,0.1,0.0667,0.0004,0.0009
Stát loni,0.1,0.0667,0.0004,0.0009
všech rybníků,0.1,0.0667,0.0004,0.0009
všech vodních,0.1,0.0667,0.0004,0.0009
Stovky obyvatel,0.1,0.0667,0.0004,0.0009
škálou sofistikovaných,0.1,0.0667,0.0004,0.0009
Spolupráce finančních,0.1,0.0667,0.0004,0.0009
vůdce stanul,0.1,0.0667,0.0004,0.0009
webových stránkách,0.1,0.0667,0.0004,0.0009
škodu v,0.1,0.0667,0.0004,0.0009
Spojených státech,0.1,0.0667,0.0004,0.0009
z Afriky,0.1,0.0667,0.0004,0.0009
šestnáctky odmítli,0.1,0.0667,0.0004,0.0009
60 let,0.1,0.0667,0.0004,0.0009
Soud vede,0.1,0.0667,0.0004,0.0009
Temelín sedí,0.1,0.0667,0.0004,0.0009
Afriky v,0.1,0.0667,0.0004,0.0009
USA zaostává,0.1,0.0667,0.0004,0.0009
Tendr na,0.1,0.0667,0.0004,0.0009
že ani,0.1,0.0667,0.0004,0.0009
výstava o,0.1,0.0667,0.0004,0.0009
"2,4 miliardy",0.1,0.0667,0.0004,0.0009
Sarkozy chce,0.1,0.0667,0.0004,0.0009
U didaktického,0.1,0.0667,0.0004,0.0009
z druhé,0.1,0.0667,0.0004,0.0009
"2,4 milionu",0.1,0.0667,0.0004,0.0009
20 %,0.1,0.0667,0.0004,0.0009
Třebíči nedošlo,0.1,0.0667,0.0004,0.0009
Tusk stále,0.1,0.0667,0.0004,0.0009
Allende byl,0.1,0.0667,0.0004,0.0009
20 let,0.1,0.0667,0.0004,0.0009
"z USA,",0.1,0.0667,0.0004,0.0009
šestnáctka budí,0.1,0.0667,0.0004,0.0009
2002 uvedla,0.1,0.0667,0.0004,0.0009
Ajád Aláví,0.1,0.0667,0.0004,0.0009
vědce jsou,0.1,0.0667,0.0004,0.0009
Trumpa na,0.1,0.0667,0.0004,0.0009
vědec Noam,0.1,0.0667,0.0004,0.0009
vědec pokládá,0.1,0.0667,0.0004,0.0009
Severoatlantické aliance,0.1,0.0667,0.0004,0.0009
2009 na,0.1,0.0667,0.0004,0.0009
Sinice na,0.1,0.0667,0.0004,0.0009
šéfem mezinárodní,0.1,0.0667,0.0004,0.0009
z Los,0.1,0.0667,0.0004,0.0009
Americký vědec,0.1,0.0667,0.0004,0.0009
zamítl podporu,0.1,0.0667,0.0004,0.0009
za druhé,0.1,0.0667,0.0004,0.0009
Lindgrenová nenapsala,0.1,0.0667,0.0004,0.0009
Loskot vystavuje,0.1,0.0667,0.0004,0.0009
"Los Angeles,",0.1,0.0667,0.0004,0.0009
zprávě Irák,0.1,0.0667,0.0004,0.0009
Litomyšli probíhá,0.1,0.0667,0.0004,0.0009
způsobená během,0.1,0.0667,0.0004,0.0009
způsobilý k,0.1,0.0667,0.0004,0.0009
František Hezoučký,0.1,0.0667,0.0004,0.0009
Freuda bude,0.1,0.0667,0.0004,0.0009
způsobuje ochrannou,0.1,0.0667,0.0004,0.0009
zrušeny hypoteční,0.1,0.0667,0.0004,0.0009
Česko bude,0.1,0.0667,0.0004,0.0009
Lindgrenová neměla,0.1,0.0667,0.0004,0.0009
Film Osm,0.1,0.0667,0.0004,0.0009
zveřejnil Charles,0.1,0.0667,0.0004,0.0009
Freudového svátku,0.1,0.0667,0.0004,0.0009
Lidovci volá,0.1,0.0667,0.0004,0.0009
zveřejnil předseda,0.1,0.0667,0.0004,0.0009
vyšetřování proti,0.1,0.0667,0.0004,0.0009
zveřejnil současný,0.1,0.0667,0.0004,0.0009
zveřejnit návrh,0.1,0.0667,0.0004,0.0009
Letiště Ruzyně,0.1,0.0667,0.0004,0.0009
Frýdecko-Místecku nezhoršují,0.1,0.0667,0.0004,0.0009
Furtwängler je,0.1,0.0667,0.0004,0.0009
Letecké společnosti,0.1,0.0667,0.0004,0.0009
"Frank nechce,",0.1,0.0667,0.0004,0.0009
Filipínám za,0.1,0.0667,0.0004,0.0009
Letech u,0.1,0.0667,0.0004,0.0009
Mezinárodní plavecké,0.1,0.0667,0.0004,0.0009
zemědělská a,0.1,0.0667,0.0004,0.0009
Epopej v,0.1,0.0667,0.0004,0.0009
zemřel Andrzej,0.1,0.0667,0.0004,0.0009
Moskva nabízí,0.1,0.0667,0.0004,0.0009
Evropská unie,0.1,0.0667,0.0004,0.0009
Evropy přišly,0.1,0.0667,0.0004,0.0009
Ministr dopravy,0.1,0.0667,0.0004,0.0009
Ministr Petr,0.1,0.0667,0.0004,0.0009
Evropě a,0.1,0.0667,0.0004,0.0009
Česku těší,0.1,0.0667,0.0004,0.0009
Mezinárodní tribunál,0.1,0.0667,0.0004,0.0009
Mezi oběťmi,0.1,0.0667,0.0004,0.0009
Fiatů 126,0.1,0.0667,0.0004,0.0009
změnil na,0.1,0.0667,0.0004,0.0009
Mexického zálivu,0.1,0.0667,0.0004,0.0009
Mexická armáda,0.1,0.0667,0.0004,0.0009
Maďarský prezident,0.1,0.0667,0.0004,0.0009
Česku podlehlo,0.1,0.0667,0.0004,0.0009
znemožňuje jim,0.1,0.0667,0.0004,0.0009
Maďarsku neupravuje,0.1,0.0667,0.0004,0.0009
Česku nenajdeme,0.1,0.0667,0.0004,0.0009
Massachusettském technologickém,0.1,0.0667,0.0004,0.0009
zoo byli,0.1,0.0667,0.0004,0.0009
Malé a,0.1,0.0667,0.0004,0.0009
zvyšování výdajů,0.1,0.0667,0.0004,0.0009
ČR oproti,0.1,0.0667,0.0004,0.0009
Mradicích z,0.1,0.0667,0.0004,0.0009
Kaczyński jsou,0.1,0.0667,0.0004,0.0009
Hollywoodská studia,0.1,0.0667,0.0004,0.0009
Hornbachu a,0.1,0.0667,0.0004,0.0009
Kapli v,0.1,0.0667,0.0004,0.0009
útoku za,0.1,0.0667,0.0004,0.0009
"závodů, rozhodlo",0.1,0.0667,0.0004,0.0009
Kandidát na,0.1,0.0667,0.0004,0.0009
Kanada nepřipojila,0.1,0.0667,0.0004,0.0009
útoku izraelskými,0.1,0.0667,0.0004,0.0009
ústupky Ruské,0.1,0.0667,0.0004,0.0009
získalo cenu,0.1,0.0667,0.0004,0.0009
získalo francouzskou,0.1,0.0667,0.0004,0.0009
Kaczyński a,0.1,0.0667,0.0004,0.0009
"Ki-mun uvedl,",0.1,0.0667,0.0004,0.0009
Jižní Ameriky,0.1,0.0667,0.0004,0.0009
úspěchu ČEZ,0.1,0.0667,0.0004,0.0009
Irácký premiér,0.1,0.0667,0.0004,0.0009
Irák nesouhlasí,0.1,0.0667,0.0004,0.0009
únosům nechvalnou,0.1,0.0667,0.0004,0.0009
Islands mohou,0.1,0.0667,0.0004,0.0009
Účast v,0.1,0.0667,0.0004,0.0009
Jaroslava Míla,0.1,0.0667,0.0004,0.0009
Janáčkova filharmonie,0.1,0.0667,0.0004,0.0009
Jako první,0.1,0.0667,0.0004,0.0009
Ivaščenka změnil,0.1,0.0667,0.0004,0.0009
Ki-mun trvá,0.1,0.0667,0.0004,0.0009
"Kingovi, padl",0.1,0.0667,0.0004,0.0009
Kyjevě propusil,0.1,0.0667,0.0004,0.0009
ČEZu a,0.1,0.0667,0.0004,0.0009
"Kwaśniewski oznámil,",0.1,0.0667,0.0004,0.0009
Kvůli uzavření,0.1,0.0667,0.0004,0.0009
Kvůli odklonu,0.1,0.0667,0.0004,0.0009
Kvůli Blixově,0.1,0.0667,0.0004,0.0009
Květinové slavnosti,0.1,0.0667,0.0004,0.0009
Květinová slavnost,0.1,0.0667,0.0004,0.0009
Gazprom Polsku,0.1,0.0667,0.0004,0.0009
Kubě Castro,0.1,0.0667,0.0004,0.0009
zálivu armáda,0.1,0.0667,0.0004,0.0009
Gazprom zavede,0.1,0.0667,0.0004,0.0009
ČEZu ve,0.1,0.0667,0.0004,0.0009
zámku v,0.1,0.0667,0.0004,0.0009
účastní alegorické,0.1,0.0667,0.0004,0.0009
Krkonoších je,0.1,0.0667,0.0004,0.0009
ČEZ v,0.1,0.0667,0.0004,0.0009
Koreji a,0.1,0.0667,0.0004,0.0009
ČEZ na,0.1,0.0667,0.0004,0.0009
Kolumbii přibývá,0.1,0.0667,0.0004,0.0009
Havaně zemřel,0.1,0.0667,0.0004,0.0009
Kolumbie má,0.1,0.0667,0.0004,0.0009
zásilka kokainu,0.1,0.0667,0.0004,0.0009
Havel dnes,0.1,0.0667,0.0004,0.0009
Havel varoval,0.1,0.0667,0.0004,0.0009
Klatovsku zabavila,0.1,0.0667,0.0004,0.0009
země zemřel,0.1,0.0667,0.0004,0.0009
Muže určené,0.1,0.0667,0.0004,0.0009
Andrej Babiš,0.1,0.0667,0.0004,0.0009
"částkou 3,7",0.1,0.0667,0.0004,0.0009
Ředitelem lyžařského,0.1,0.0667,0.0004,0.0009
Británie je,0.1,0.0667,0.0004,0.0009
Brně koná,0.1,0.0667,0.0004,0.0009
Postoloprtská starostka,0.1,0.0667,0.0004,0.0009
Postoloprtech zamítla,0.1,0.0667,0.0004,0.0009
Brně získá,0.1,0.0667,0.0004,0.0009
Pomník se,0.1,0.0667,0.0004,0.0009
Polské republice,0.1,0.0667,0.0004,0.0009
zahraniční studenty,0.1,0.0667,0.0004,0.0009
Brněnsku z,0.1,0.0667,0.0004,0.0009
Budanovi za,0.1,0.0667,0.0004,0.0009
Bush bude,0.1,0.0667,0.0004,0.0009
zabavila Česká,0.1,0.0667,0.0004,0.0009
zahájit šetření,0.1,0.0667,0.0004,0.0009
Polsku přestane,0.1,0.0667,0.0004,0.0009
zakladatele moderní,0.1,0.0667,0.0004,0.0009
Bývalý gruzínský,0.1,0.0667,0.0004,0.0009
Bývalý liberijský,0.1,0.0667,0.0004,0.0009
Polska plynovody,0.1,0.0667,0.0004,0.0009
Podle ochránců,0.1,0.0667,0.0004,0.0009
Írán považuje,0.1,0.0667,0.0004,0.0009
zamítla opravu,0.1,0.0667,0.0004,0.0009
Pobřežní a,0.1,0.0667,0.0004,0.0009
"zaměstance, kteří",0.1,0.0667,0.0004,0.0009
Ředitelem největší,0.1,0.0667,0.0004,0.0009
zabavila v,0.1,0.0667,0.0004,0.0009
Petřínem od,0.1,0.0667,0.0004,0.0009
Autorem sochy,0.1,0.0667,0.0004,0.0009
Rasmussen chce,0.1,0.0667,0.0004,0.0009
za porušování,0.1,0.0667,0.0004,0.0009
Příčiny havárie,0.1,0.0667,0.0004,0.0009
"Angeles, kteří",0.1,0.0667,0.0004,0.0009
Španělska zemřel,0.1,0.0667,0.0004,0.0009
za příkoří,0.1,0.0667,0.0004,0.0009
Při vysokých,0.1,0.0667,0.0004,0.0009
za skutečnou,0.1,0.0667,0.0004,0.0009
řádech milionů,0.1,0.0667,0.0004,0.0009
řeší další,0.1,0.0667,0.0004,0.0009
Augusto Pinochetem,0.1,0.0667,0.0004,0.0009
Babiš obviňuje,0.1,0.0667,0.0004,0.0009
zabavila rekordních,0.1,0.0667,0.0004,0.0009
za umístění,0.1,0.0667,0.0004,0.0009
za války,0.1,0.0667,0.0004,0.0009
ředitele vybraného,0.1,0.0667,0.0004,0.0009
ředitele jaderné,0.1,0.0667,0.0004,0.0009
Blixově zprávě,0.1,0.0667,0.0004,0.0009
za zbraň,0.1,0.0667,0.0004,0.0009
Bogota je,0.1,0.0667,0.0004,0.0009
Bohemia Energy,0.1,0.0667,0.0004,0.0009
zabavena deseti,0.1,0.0667,0.0004,0.0009
"Prokop uvedl,",0.1,0.0667,0.0004,0.0009
Prezident trest,0.1,0.0667,0.0004,0.0009
Během kontroly,0.1,0.0667,0.0004,0.0009
zaměstnance proti,0.1,0.0667,0.0004,0.0009
Energy prosperovala,0.1,0.0667,0.0004,0.0009
Nassau se,0.1,0.0667,0.0004,0.0009
zbraněmi a,0.1,0.0667,0.0004,0.0009
zbraň hromadného,0.1,0.0667,0.0004,0.0009
Divadle pod,0.1,0.0667,0.0004,0.0009
Několik stran,0.1,0.0667,0.0004,0.0009
Někdejší liberijský,0.1,0.0667,0.0004,0.0009
Do Evropy,0.1,0.0667,0.0004,0.0009
Niedermayer se,0.1,0.0667,0.0004,0.0009
ze spoluúčasti,0.1,0.0667,0.0004,0.0009
Nescafé má,0.1,0.0667,0.0004,0.0009
"černošskému motorkáři,",0.1,0.0667,0.0004,0.0009
Nejen Lidovci,0.1,0.0667,0.0004,0.0009
Dohoda přesáhla,0.1,0.0667,0.0004,0.0009
zbraní a,0.1,0.0667,0.0004,0.0009
Nassau je,0.1,0.0667,0.0004,0.0009
čele s,0.1,0.0667,0.0004,0.0009
Na zámku,0.1,0.0667,0.0004,0.0009
Na webových,0.1,0.0667,0.0004,0.0009
Díky protipovodňovým,0.1,0.0667,0.0004,0.0009
Na festivalu,0.1,0.0667,0.0004,0.0009
čeká renovace,0.1,0.0667,0.0004,0.0009
Měsíci z,0.1,0.0667,0.0004,0.0009
"zemím, které",0.1,0.0667,0.0004,0.0009
"Číně, Koreji",0.1,0.0667,0.0004,0.0009
Míla Bohemia,0.1,0.0667,0.0004,0.0009
Německu historický,0.1,0.0667,0.0004,0.0009
zboží v,0.1,0.0667,0.0004,0.0009
zaměstnance ČEZu,0.1,0.0667,0.0004,0.0009
zavinil škodu,0.1,0.0667,0.0004,0.0009
Ořechova na,0.1,0.0667,0.0004,0.0009
Castro podlehl,0.1,0.0667,0.0004,0.0009
Challenger a,0.1,0.0667,0.0004,0.0009
Charles Michel,0.1,0.0667,0.0004,0.0009
Ostravská Janáčkova,0.1,0.0667,0.0004,0.0009
Ostrava zamítl,0.1,0.0667,0.0004,0.0009
zasahovala při,0.1,0.0667,0.0004,0.0009
Ostrava Věry,0.1,0.0667,0.0004,0.0009
Okamura se,0.1,0.0667,0.0004,0.0009
Chomsky vyučuje,0.1,0.0667,0.0004,0.0009
zavede do,0.1,0.0667,0.0004,0.0009
Odpůrce globalizace,0.1,0.0667,0.0004,0.0009
Crose byla,0.1,0.0667,0.0004,0.0009
Odklon dopravy,0.1,0.0667,0.0004,0.0009
