,productivity,utility,coverage,harmonic_mean
přítomných,0.5,0.3333,0.0,0.0
letoviska,0.5,0.3333,0.0,0.0
Tubthumper,0.5,0.3333,0.0,0.0
Tsarnaeva,0.5,0.3333,0.0,0.0
Třípásmový,0.5,0.3333,0.0,0.0
Třináctým,0.5,0.3333,0.0,0.0
Kodanshově,0.5,0.3333,0.0,0.0
letoun,0.5,0.3333,0.0,0.0
letoviscích,0.5,0.3333,0.0,0.0
levičák,0.5,0.3333,0.0,0.0
přívěsy,0.5,0.3333,0.0,0.0
"psa,",0.5,0.3333,0.0,0.0
lécích,0.5,0.3333,0.0,0.0
příznivý,0.5,0.3333,0.0,0.0
Troubles,0.5,0.3333,0.0,0.0
léčen,0.5,0.3333,0.0,0.0
Komedianův,0.5,0.3333,0.0,0.0
Trofej,0.5,0.3333,0.0,0.0
linemy,0.5,0.3333,0.0,0.0
lingvistického,0.5,0.3333,0.0,0.0
křížových,0.5,0.3333,0.0,0.0
lingvistiky,0.5,0.3333,0.0,0.0
Tirich,0.5,0.3333,0.0,0.0
losem,0.5,0.3333,0.0,0.0
Tillersonem,0.5,0.3333,0.0,0.0
Tildy,0.5,0.3333,0.0,0.0
lovec”,0.5,0.3333,0.0,0.0
lovily,0.5,0.3333,0.0,0.0
lunární,0.5,0.3333,0.0,0.0
přímým,0.5,0.3333,0.0,0.0
Kostarika,0.5,0.3333,0.0,0.0
Thug,0.5,0.3333,0.0,0.0
luxusními,0.5,0.3333,0.0,0.0
přímka,0.5,0.3333,0.0,0.0
lví,0.5,0.3333,0.0,0.0
Thoreaua,0.5,0.3333,0.0,0.0
příměstskými,0.5,0.3333,0.0,0.0
lžičkou,0.5,0.3333,0.0,0.0
příměstské,0.5,0.3333,0.0,0.0
"lokální,",0.5,0.3333,0.0,0.0
loďstvo,0.5,0.3333,0.0,0.0
loďařského,0.5,0.3333,0.0,0.0
Tomei,0.5,0.3333,0.0,0.0
lingvisty,0.5,0.3333,0.0,0.0
liniích,0.5,0.3333,0.0,0.0
lipitora,0.5,0.3333,0.0,0.0
přísliby,0.5,0.3333,0.0,0.0
přísahu,0.5,0.3333,0.0,0.0
"lišilo,",0.5,0.3333,0.0,0.0
Tomino,0.5,0.3333,0.0,0.0
live-stream,0.5,0.3333,0.0,0.0
Korg,0.5,0.3333,0.0,0.0
líbán,0.5,0.3333,0.0,0.0
lobotomii,0.5,0.3333,0.0,0.0
lobování,0.5,0.3333,0.0,0.0
Titicaca,0.5,0.3333,0.0,0.0
Titanu,0.5,0.3333,0.0,0.0
Titanicovy,0.5,0.3333,0.0,0.0
"Koreny,",0.5,0.3333,0.0,0.0
"psem,",0.5,0.3333,0.0,0.0
Tudoru,0.5,0.3333,0.0,0.0
Tuniským,0.5,0.3333,0.0,0.0
lepkavý,0.5,0.3333,0.0,0.0
Uptona,0.5,0.3333,0.0,0.0
kuřákem,0.5,0.3333,0.0,0.0
Unsullied,0.5,0.3333,0.0,0.0
působení,0.5,0.3333,0.0,0.0
"Union,",0.5,0.3333,0.0,0.0
Uniformní,0.5,0.3333,0.0,0.0
půjčovala,0.5,0.3333,0.0,0.0
"půdy,",0.5,0.3333,0.0,0.0
kvete,0.5,0.3333,0.0,0.0
Undertaker,0.5,0.3333,0.0,0.0
květinářskou,0.5,0.3333,0.0,0.0
Underene,0.5,0.3333,0.0,0.0
kyselé,0.5,0.3333,0.0,0.0
purpurovou,0.5,0.3333,0.0,0.0
puritskými,0.5,0.3333,0.0,0.0
kyselinami,0.5,0.3333,0.0,0.0
Uměleckoprůmyslové,0.5,0.3333,0.0,0.0
Uralského,0.5,0.3333,0.0,0.0
kumulativních,0.5,0.3333,0.0,0.0
Určitá,0.5,0.3333,0.0,0.0
Uznávaná,0.5,0.3333,0.0,0.0
Úžasňáky,0.5,0.3333,0.0,0.0
Úpravu,0.5,0.3333,0.0,0.0
kuchařek,0.5,0.3333,0.0,0.0
Účetní,0.5,0.3333,0.0,0.0
quan,0.5,0.3333,0.0,0.0
kufřík,0.5,0.3333,0.0,0.0
pytlů,0.5,0.3333,0.0,0.0
kulinářskou,0.5,0.3333,0.0,0.0
Kimchi,0.5,0.3333,0.0,0.0
Uzbeků,0.5,0.3333,0.0,0.0
kultivovaným,0.5,0.3333,0.0,0.0
Uskutečnila,0.5,0.3333,0.0,0.0
Kiera,0.5,0.3333,0.0,0.0
Ushera,0.5,0.3333,0.0,0.0
"kulturními,",0.5,0.3333,0.0,0.0
Usámovi,0.5,0.3333,0.0,0.0
"kytarista,",0.5,0.3333,0.0,0.0
pulsu,0.5,0.3333,0.0,0.0
Umayyadů,0.5,0.3333,0.0,0.0
legálním,0.5,0.3333,0.0,0.0
psychopatií,0.5,0.3333,0.0,0.0
ledním,0.5,0.3333,0.0,0.0
ledními,0.5,0.3333,0.0,0.0
ledového,0.5,0.3333,0.0,0.0
Tykwera,0.5,0.3333,0.0,0.0
"Twitter,",0.5,0.3333,0.0,0.0
"Twister,",0.5,0.3333,0.0,0.0
Knightly,0.5,0.3333,0.0,0.0
psychózy,0.5,0.3333,0.0,0.0
Twasem,0.5,0.3333,0.0,0.0
"legislativě,",0.5,0.3333,0.0,0.0
legislativním,0.5,0.3333,0.0,0.0
legislativními,0.5,0.3333,0.0,0.0
Knihovna,0.5,0.3333,0.0,0.0
Tvorbě,0.5,0.3333,0.0,0.0
lemovanou,0.5,0.3333,0.0,0.0
lead,0.5,0.3333,0.0,0.0
láhvi,0.5,0.3333,0.0,0.0
Umayyadové,0.5,0.3333,0.0,0.0
Udržovat,0.5,0.3333,0.0,0.0
kytarový,0.5,0.3333,0.0,0.0
publikováno,0.5,0.3333,0.0,0.0
Kiplingu,0.5,0.3333,0.0,0.0
Kirbyho,0.5,0.3333,0.0,0.0
kýchání,0.5,0.3333,0.0,0.0
publikovaném,0.5,0.3333,0.0,0.0
Ulster,0.5,0.3333,0.0,0.0
lampě,0.5,0.3333,0.0,0.0
laureátů,0.5,0.3333,0.0,0.0
lanovkou,0.5,0.3333,0.0,0.0
latinku,0.5,0.3333,0.0,0.0
Kjótskou,0.5,0.3333,0.0,0.0
latinsky,0.5,0.3333,0.0,0.0
Ubisoftu,0.5,0.3333,0.0,0.0
latte,0.5,0.3333,0.0,0.0
laureát,0.5,0.3333,0.0,0.0
Výpisy,0.5,0.3333,0.0,0.0
"Kapela,",0.5,0.3333,0.0,0.0
Wyndam-Pryce,0.5,0.3333,0.0,0.0
kanonizován,0.5,0.3333,0.0,0.0
kamenec,0.5,0.3333,0.0,0.0
kameniva,0.5,0.3333,0.0,0.0
Zelenou,0.5,0.3333,0.0,0.0
kanadskému,0.5,0.3333,0.0,0.0
Zeik,0.5,0.3333,0.0,0.0
rozcvičkami,0.5,0.3333,0.0,0.0
Zběsile,0.5,0.3333,0.0,0.0
kandidátce,0.5,0.3333,0.0,0.0
kandidátka,0.5,0.3333,0.0,0.0
royalistů,0.5,0.3333,0.0,0.0
royalistou,0.5,0.3333,0.0,0.0
royalistem,0.5,0.3333,0.0,0.0
"Západ,",0.5,0.3333,0.0,0.0
Jeanem,0.5,0.3333,0.0,0.0
Zálivu,0.5,0.3333,0.0,0.0
Zákonná,0.5,0.3333,0.0,0.0
kanji,0.5,0.3333,0.0,0.0
Zhylawa,0.5,0.3333,0.0,0.0
rozdělenou,0.5,0.3333,0.0,0.0
kalifornskou,0.5,0.3333,0.0,0.0
judoku,0.5,0.3333,0.0,0.0
Zrození,0.5,0.3333,0.0,0.0
rozešel,0.5,0.3333,0.0,0.0
Zpívající,0.5,0.3333,0.0,0.0
Zoufalí,0.5,0.3333,0.0,0.0
"judaismu,",0.5,0.3333,0.0,0.0
judokě,0.5,0.3333,0.0,0.0
rozdrtila,0.5,0.3333,0.0,0.0
"Zoe,",0.5,0.3333,0.0,0.0
Zithromax,0.5,0.3333,0.0,0.0
rozdílům,0.5,0.3333,0.0,0.0
juntu,0.5,0.3333,0.0,0.0
jury,0.5,0.3333,0.0,0.0
"kabelů,",0.5,0.3333,0.0,0.0
rozděluje,0.5,0.3333,0.0,0.0
kachen,0.5,0.3333,0.0,0.0
kadet,0.5,0.3333,0.0,0.0
rovnoměrné,0.5,0.3333,0.0,0.0
kantonsky,0.5,0.3333,0.0,0.0
keňskou,0.5,0.3333,0.0,0.0
"Zappy,",0.5,0.3333,0.0,0.0
Jeroen,0.5,0.3333,0.0,0.0
Yeah,0.5,0.3333,0.0,0.0
Yass,0.5,0.3333,0.0,0.0
"kazatelem,",0.5,0.3333,0.0,0.0
Jeřába,0.5,0.3333,0.0,0.0
Xealandu,0.5,0.3333,0.0,0.0
XXXVIII,0.5,0.3333,0.0,0.0
Jetta,0.5,0.3333,0.0,0.0
Jewellova,0.5,0.3333,0.0,0.0
každodenním,0.5,0.3333,0.0,0.0
konkrétních,0.5,0.3333,0.0,0.0
Wyattovi,0.5,0.3333,0.0,0.0
Wrightem,0.5,0.3333,0.0,0.0
"kelímky,",0.5,0.3333,0.0,0.0
"romantickém,",0.5,0.3333,0.0,0.0
keltskou,0.5,0.3333,0.0,0.0
kempována,0.5,0.3333,0.0,0.0
"katastrofou,",0.5,0.3333,0.0,0.0
romský,0.5,0.3333,0.0,0.0
Yorkera,0.5,0.3333,0.0,0.0
Zacha,0.5,0.3333,0.0,0.0
Zapatal,0.5,0.3333,0.0,0.0
rovnicí,0.5,0.3333,0.0,0.0
rovněž,0.5,0.3333,0.0,0.0
Zadní,0.5,0.3333,0.0,0.0
roven,0.5,0.3333,0.0,0.0
kapitoly,0.5,0.3333,0.0,0.0
Zachem,0.5,0.3333,0.0,0.0
karboxylovými,0.5,0.3333,0.0,0.0
kaskadérského,0.5,0.3333,0.0,0.0
kariérnímu,0.5,0.3333,0.0,0.0
"Youtube,",0.5,0.3333,0.0,0.0
rostlině,0.5,0.3333,0.0,0.0
"rostlina,",0.5,0.3333,0.0,0.0
ropou,0.5,0.3333,0.0,0.0
"You""",0.5,0.3333,0.0,0.0
Yoshiyuki,0.5,0.3333,0.0,0.0
Jawaharal,0.5,0.3333,0.0,0.0
jménem:,0.5,0.3333,0.0,0.0
Javadd,0.5,0.3333,0.0,0.0
jmenovec,0.5,0.3333,0.0,0.0
Jaguar,0.5,0.3333,0.0,0.0
Jaideep,0.5,0.3333,0.0,0.0
rozpouští,0.5,0.3333,0.0,0.0
"aliance,",0.5,0.3333,0.0,0.0
alegorie,0.5,0.3333,0.0,0.0
"jediný,",0.5,0.3333,0.0,0.0
"jednají,",0.5,0.3333,0.0,0.0
Jakeem,0.5,0.3333,0.0,0.0
Jakuba,0.5,0.3333,0.0,0.0
aktualit,0.5,0.3333,0.0,0.0
Jamajku,0.5,0.3333,0.0,0.0
aktivitou,0.5,0.3333,0.0,0.0
"aktivitách,",0.5,0.3333,0.0,0.0
jednorázová,0.5,0.3333,0.0,0.0
jednorázové,0.5,0.3333,0.0,0.0
rozmnožoval,0.5,0.3333,0.0,0.0
aktérem,0.5,0.3333,0.0,0.0
rozpoznávány,0.5,0.3333,0.0,0.0
rozprostřena,0.5,0.3333,0.0,0.0
aliancemi,0.5,0.3333,0.0,0.0
Jacobi,0.5,0.3333,0.0,0.0
ananasovou,0.5,0.3333,0.0,0.0
jachty,0.5,0.3333,0.0,0.0
jackpoty,0.5,0.3333,0.0,0.0
analytiky,0.5,0.3333,0.0,0.0
jaké,0.5,0.3333,0.0,0.0
jamajské,0.5,0.3333,0.0,0.0
americko-kanadské,0.5,0.3333,0.0,0.0
ambrosie,0.5,0.3333,0.0,0.0
all-female,0.5,0.3333,0.0,0.0
"jazyce,",0.5,0.3333,0.0,0.0
"jazycích,",0.5,0.3333,0.0,0.0
"jazyků,",0.5,0.3333,0.0,0.0
rozpuštěním,0.5,0.3333,0.0,0.0
Jacobsonová,0.5,0.3333,0.0,0.0
all-star,0.5,0.3333,0.0,0.0
all-mexický,0.5,0.3333,0.0,0.0
Jamajky,0.5,0.3333,0.0,0.0
akreditovaný,0.5,0.3333,0.0,0.0
jehněčího,0.5,0.3333,0.0,0.0
jihovýchodu,0.5,0.3333,0.0,0.0
administrativy,0.5,0.3333,0.0,0.0
jihoasijská,0.5,0.3333,0.0,0.0
adaptovaném,0.5,0.3333,0.0,0.0
Japonci,0.5,0.3333,0.0,0.0
rozhraním,0.5,0.3333,0.0,0.0
aculturní,0.5,0.3333,0.0,0.0
rozhořčení,0.5,0.3333,0.0,0.0
action,0.5,0.3333,0.0,0.0
Japonce,0.5,0.3333,0.0,0.0
abolicionista,0.5,0.3333,0.0,0.0
"rozhodnutí,",0.5,0.3333,0.0,0.0
Železniční,0.5,0.3333,0.0,0.0
Žádost,0.5,0.3333,0.0,0.0
Jasonem,0.5,0.3333,0.0,0.0
Jaspera,0.5,0.3333,0.0,0.0
Zvuková,0.5,0.3333,0.0,0.0
adoptivními,0.5,0.3333,0.0,0.0
ježci,0.5,0.3333,0.0,0.0
Jamajská,0.5,0.3333,0.0,0.0
afroamerickými,0.5,0.3333,0.0,0.0
agentů,0.5,0.3333,0.0,0.0
agentur,0.5,0.3333,0.0,0.0
rozmazaných,0.5,0.3333,0.0,0.0
"agenta,",0.5,0.3333,0.0,0.0
jelenů,0.5,0.3333,0.0,0.0
again,0.5,0.3333,0.0,0.0
afroasiatický,0.5,0.3333,0.0,0.0
Jamestowna,0.5,0.3333,0.0,0.0
jezuit,0.5,0.3333,0.0,0.0
rozloučila,0.5,0.3333,0.0,0.0
Jang,0.5,0.3333,0.0,0.0
"Janově,",0.5,0.3333,0.0,0.0
ještěrkové,0.5,0.3333,0.0,0.0
Janovské,0.5,0.3333,0.0,0.0
jezdců,0.5,0.3333,0.0,0.0
advokacie,0.5,0.3333,0.0,0.0
Ježíšova,0.5,0.3333,0.0,0.0
pohřby,0.5,0.3333,0.0,0.0
keňský,0.5,0.3333,0.0,0.0
kolaborativních,0.5,0.3333,0.0,0.0
rezonována,0.5,0.3333,0.0,0.0
"Web,",0.5,0.3333,0.0,0.0
komentovat,0.5,0.3333,0.0,0.0
"Júnior,",0.5,0.3333,0.0,0.0
rezident,0.5,0.3333,0.0,0.0
Weatherse,0.5,0.3333,0.0,0.0
kometa,0.5,0.3333,0.0,0.0
kometě,0.5,0.3333,0.0,0.0
Weather,0.5,0.3333,0.0,0.0
komickými,0.5,0.3333,0.0,0.0
Wattsová,0.5,0.3333,0.0,0.0
revolučních,0.5,0.3333,0.0,0.0
KISS,0.5,0.3333,0.0,0.0
Kabelový,0.5,0.3333,0.0,0.0
komoře,0.5,0.3333,0.0,0.0
kompatibilitu,0.5,0.3333,0.0,0.0
Warsaw,0.5,0.3333,0.0,0.0
komentářů,0.5,0.3333,0.0,0.0
Wednesday,0.5,0.3333,0.0,0.0
Weebly,0.5,0.3333,0.0,0.0
Whaleyho,0.5,0.3333,0.0,0.0
Jugband,0.5,0.3333,0.0,0.0
Whiteovou,0.5,0.3333,0.0,0.0
kolečkovým,0.5,0.3333,0.0,0.0
"Jugoslávii,",0.5,0.3333,0.0,0.0
kolektivně,0.5,0.3333,0.0,0.0
Whistle,0.5,0.3333,0.0,0.0
keř,0.5,0.3333,0.0,0.0
Wesleyho,0.5,0.3333,0.0,0.0
Weekly,0.5,0.3333,0.0,0.0
kolosální,0.5,0.3333,0.0,0.0
Wels,0.5,0.3333,0.0,0.0
"Wellese,",0.5,0.3333,0.0,0.0
Weir,0.5,0.3333,0.0,0.0
Weinerem,0.5,0.3333,0.0,0.0
režimy,0.5,0.3333,0.0,0.0
"Weeks""",0.5,0.3333,0.0,0.0
Kabul,0.5,0.3333,0.0,0.0
revizí,0.5,0.3333,0.0,0.0
kompilovaných,0.5,0.3333,0.0,0.0
kongresmanem,0.5,0.3333,0.0,0.0
koncepty,0.5,0.3333,0.0,0.0
Waitsem,0.5,0.3333,0.0,0.0
Wagnerův,0.5,0.3333,0.0,0.0
"Wachowskis,",0.5,0.3333,0.0,0.0
Vzduchové,0.5,0.3333,0.0,0.0
Vývojem,0.5,0.3333,0.0,0.0
Vývojáři,0.5,0.3333,0.0,0.0
kongresovým,0.5,0.3333,0.0,0.0
respekt,0.5,0.3333,0.0,0.0
Kambodžská,0.5,0.3333,0.0,0.0
Výsledkem,0.5,0.3333,0.0,0.0
"koni,",0.5,0.3333,0.0,0.0
reprodukují,0.5,0.3333,0.0,0.0
"koníček,",0.5,0.3333,0.0,0.0
Kanaďané,0.5,0.3333,0.0,0.0
reprezentací,0.5,0.3333,0.0,0.0
Walkerovou,0.5,0.3333,0.0,0.0
"Wallaceovi,",0.5,0.3333,0.0,0.0
kompliment,0.5,0.3333,0.0,0.0
Wangové,0.5,0.3333,0.0,0.0
revizi,0.5,0.3333,0.0,0.0
komponovat,0.5,0.3333,0.0,0.0
komponování,0.5,0.3333,0.0,0.0
kompozičním,0.5,0.3333,0.0,0.0
WarGames,0.5,0.3333,0.0,0.0
Wants,0.5,0.3333,0.0,0.0
retrívra,0.5,0.3333,0.0,0.0
retrívr,0.5,0.3333,0.0,0.0
Wallaceův,0.5,0.3333,0.0,0.0
Wanga,0.5,0.3333,0.0,0.0
restauracích,0.5,0.3333,0.0,0.0
"Waluigi,",0.5,0.3333,0.0,0.0
Wallisem,0.5,0.3333,0.0,0.0
restartuje,0.5,0.3333,0.0,0.0
Wallach,0.5,0.3333,0.0,0.0
Kalashnikov,0.5,0.3333,0.0,0.0
"režírováno,",0.5,0.3333,0.0,0.0
Julayi,0.5,0.3333,0.0,0.0
kol,0.5,0.3333,0.0,0.0
"klima,",0.5,0.3333,0.0,0.0
"Johna,",0.5,0.3333,0.0,0.0
klenbářství,0.5,0.3333,0.0,0.0
klenotnictví,0.5,0.3333,0.0,0.0
klenoty,0.5,0.3333,0.0,0.0
Wolframa,0.5,0.3333,0.0,0.0
Wolfmanovým,0.5,0.3333,0.0,0.0
klidní,0.5,0.3333,0.0,0.0
Wolfganga,0.5,0.3333,0.0,0.0
klimatizace,0.5,0.3333,0.0,0.0
"km2,",0.5,0.3333,0.0,0.0
klingonského,0.5,0.3333,0.0,0.0
Wizly,0.5,0.3333,0.0,0.0
rodeosu,0.5,0.3333,0.0,0.0
"klobouku,",0.5,0.3333,0.0,0.0
kojotů,0.5,0.3333,0.0,0.0
Jonase,0.5,0.3333,0.0,0.0
Wisemanem,0.5,0.3333,0.0,0.0
"Winston,",0.5,0.3333,0.0,0.0
Johanssonovou,0.5,0.3333,0.0,0.0
kleci,0.5,0.3333,0.0,0.0
Joelem,0.5,0.3333,0.0,0.0
"rodiny,",0.5,0.3333,0.0,0.0
"romanopisec,",0.5,0.3333,0.0,0.0
ketogenní,0.5,0.3333,0.0,0.0
Jihoafričan,0.5,0.3333,0.0,0.0
kilometr,0.5,0.3333,0.0,0.0
Wow,0.5,0.3333,0.0,0.0
kinematografií,0.5,0.3333,0.0,0.0
Jihokorejská,0.5,0.3333,0.0,0.0
klam,0.5,0.3333,0.0,0.0
Jizvu,0.5,0.3333,0.0,0.0
Words,0.5,0.3333,0.0,0.0
klany,0.5,0.3333,0.0,0.0
Jídla,0.5,0.3333,0.0,0.0
Worcesteru,0.5,0.3333,0.0,0.0
Worcester,0.5,0.3333,0.0,0.0
Woolfové,0.5,0.3333,0.0,0.0
klasickým,0.5,0.3333,0.0,0.0
klauzuli,0.5,0.3333,0.0,0.0
kluziště,0.5,0.3333,0.0,0.0
Jona,0.5,0.3333,0.0,0.0
kobylku,0.5,0.3333,0.0,0.0
kognitivistický,0.5,0.3333,0.0,0.0
Wight,0.5,0.3333,0.0,0.0
"kočku,",0.5,0.3333,0.0,0.0
Winonou,0.5,0.3333,0.0,0.0
kodex,0.5,0.3333,0.0,0.0
Josef,0.5,0.3333,0.0,0.0
Willsem,0.5,0.3333,0.0,0.0
robotu,0.5,0.3333,0.0,0.0
rituálů,0.5,0.3333,0.0,0.0
Wimbledonský,0.5,0.3333,0.0,0.0
kněží,0.5,0.3333,0.0,0.0
Jordánskem,0.5,0.3333,0.0,0.0
ko-výkonní,0.5,0.3333,0.0,0.0
Judas,0.5,0.3333,0.0,0.0
Jordánska,0.5,0.3333,0.0,0.0
koho,0.5,0.3333,0.0,0.0
Juddové,0.5,0.3333,0.0,0.0
kmenovým,0.5,0.3333,0.0,0.0
robotickou,0.5,0.3333,0.0,0.0
Willa,0.5,0.3333,0.0,0.0
kojenců,0.5,0.3333,0.0,0.0
Wilkem,0.5,0.3333,0.0,0.0
Wighta,0.5,0.3333,0.0,0.0
jinému,0.4,0.2667,0.0,0.0
vysočinu,0.4,0.2667,0.0,0.0
Tetrisu,0.4,0.2667,0.0,0.0
Chování,0.4,0.2667,0.0,0.0
námořnictvách,0.4,0.2667,0.0,0.0
Chams,0.4,0.2667,0.0,0.0
kovové,0.4,0.2667,0.0,0.0
figurky,0.4,0.2667,0.0,0.0
křesťanskou,0.4,0.2667,0.0,0.0
obydlena,0.4,0.2667,0.0,0.0
modul,0.4,0.2667,0.0,0.0
"B""",0.4,0.2667,0.0,0.0
Pátou,0.4,0.2667,0.0,0.0
nabízena,0.4,0.2667,0.0,0.0
Trainwrecku,0.4,0.2667,0.0,0.0
Veřejná,0.4,0.2667,0.0,0.0
životně,0.4,0.2667,0.0,0.0
iniciativy,0.4,0.2667,0.0,0.0
znásilňuje,0.4,0.2667,0.0,0.0
15letou,0.4,0.2667,0.0,0.0
činný,0.4,0.2667,0.0,0.0
323,0.4,0.2667,0.0,0.0
neo-západního,0.4,0.2667,0.0,0.0
listopad,0.4,0.2667,0.0,0.0
Zedd,0.4,0.2667,0.0,0.0
80-tých,0.4,0.2667,0.0,0.0
označit,0.4,0.2667,0.0,0.0
něčího,0.4,0.2667,0.0,0.0
"Virginia,",0.4,0.2667,0.0,0.0
osamělým,0.4,0.2667,0.0,0.0
„zlé,0.4,0.2667,0.0,0.0
supramolekulárním,0.4,0.2667,0.0,0.0
"prací,",0.4,0.2667,0.0,0.0
přesahující,0.4,0.2667,0.0,0.0
převzaty,0.4,0.2667,0.0,0.0
Levinson,0.4,0.2667,0.0,0.0
říše“,0.4,0.2667,0.0,0.0
tenistů,0.4,0.2667,0.0,0.0
Mangini,0.4,0.2667,0.0,0.0
Konstantní,0.4,0.2667,0.0,0.0
Lze,0.4,0.2667,0.0,0.0
studováním,0.3,0.2,0.0,0.0
republikánství,0.3,0.2,0.0,0.0
anglo-irská,0.3,0.2,0.0,0.0
podporujícími,0.3,0.2,0.0,0.0
gramofonů,0.3,0.2,0.0,0.0
Divoká,0.3,0.2,0.0,0.0
lvů,0.35,0.2167,0.0,0.0
pověsti,0.35,0.2167,0.0,0.0
Hrají,0.35,0.2167,0.0,0.0
Lannistera,0.35,0.2167,0.0,0.0
uživatel,0.35,0.2167,0.0,0.0
Kalifornskou,0.35,0.2167,0.0,0.0
slovu,0.35,0.2167,0.0,0.0
Samsungu,0.35,0.2167,0.0,0.0
úhly,0.35,0.2167,0.0,0.0
sobectvím,0.2,0.1,0.0,0.0
"644,3",0.4,0.2667,0.0,0.0
mývala,0.4,0.2667,0.0,0.0
předpokoj,0.4,0.2667,0.0,0.0
Bostick,0.4,0.2667,0.0,0.0
"záznamy,",0.4,0.2667,0.0,0.0
Snakepita,0.4,0.2667,0.0,0.0
Ferdinanda,0.4,0.2667,0.0,0.0
Letterman,0.4,0.2667,0.0,0.0
Sochařství,0.4,0.2667,0.0,0.0
Letters,0.4,0.2667,0.0,0.0
inovovány,0.4,0.2667,0.0,0.0
Letadlo,0.4,0.2667,0.0,0.0
Feltona,0.4,0.2667,0.0,0.0
inscenací,0.4,0.2667,0.0,0.0
Smithsonianovi,0.4,0.2667,0.0,0.0
Sofii,0.4,0.2667,0.0,0.0
Smith-Berkeley,0.4,0.2667,0.0,0.0
arašíd,0.4,0.2667,0.0,0.0
Borussi,0.4,0.2667,0.0,0.0
mýtických,0.4,0.2667,0.0,0.0
předpoklad,0.4,0.2667,0.0,0.0
Lettermanem,0.4,0.2667,0.0,0.0
Sokrata,0.4,0.2667,0.0,0.0
iniciována,0.4,0.2667,0.0,0.0
spaluje,0.4,0.2667,0.0,0.0
iniciaci,0.4,0.2667,0.0,0.0
mytologických,0.4,0.2667,0.0,0.0
"myšlenky,",0.4,0.2667,0.0,0.0
různě,0.4,0.2667,0.0,0.0
Feltonem,0.4,0.2667,0.0,0.0
inhibitory,0.4,0.2667,0.0,0.0
závodníka,0.4,0.2667,0.0,0.0
inhalace,0.4,0.2667,0.0,0.0
architektonickém,0.4,0.2667,0.0,0.0
různého,0.4,0.2667,0.0,0.0
mystika,0.4,0.2667,0.0,0.0
spasmů,0.4,0.2667,0.0,0.0
"Glory"",",0.4,0.2667,0.0,0.0
arašídovou,0.4,0.2667,0.0,0.0
"vlády,",0.4,0.2667,0.0,0.0
Globálně,0.4,0.2667,0.0,0.0
Solangea,0.4,0.2667,0.0,0.0
Globes,0.4,0.2667,0.0,0.0
vnímané,0.4,0.2667,0.0,0.0
Bong,0.4,0.2667,0.0,0.0
multimediální,0.4,0.2667,0.0,0.0
internetovým,0.4,0.2667,0.0,0.0
Italština,0.4,0.2667,0.0,0.0
zástava,0.4,0.2667,0.0,0.0
Lelouch,0.4,0.2667,0.0,0.0
Soundarya,0.4,0.2667,0.0,0.0
Sounders,0.4,0.2667,0.0,0.0
"antihrdina,",0.4,0.2667,0.0,0.0
Bonaparte,0.4,0.2667,0.0,0.0
Sounding,0.4,0.2667,0.0,0.0
zásluhou,0.4,0.2667,0.0,0.0
Soused,0.4,0.2667,0.0,0.0
Sousedi,0.4,0.2667,0.0,0.0
Sověti,0.4,0.2667,0.0,0.0
interpretován,0.4,0.2667,0.0,0.0
mrtví,0.4,0.2667,0.0,0.0
Sólové,0.4,0.2667,0.0,0.0
spásu,0.4,0.2667,0.0,0.0
specialista,0.4,0.2667,0.0,0.0
intoxikaci,0.4,0.2667,0.0,0.0
mrožem,0.4,0.2667,0.0,0.0
specialisté,0.4,0.2667,0.0,0.0
"září,",0.4,0.2667,0.0,0.0
Soudný,0.4,0.2667,0.0,0.0
"multiplayer,",0.4,0.2667,0.0,0.0
"Bono,",0.4,0.2667,0.0,0.0
Leslieho,0.4,0.2667,0.0,0.0
607,0.4,0.2667,0.0,0.0
apoštolovi,0.4,0.2667,0.0,0.0
Solider,0.4,0.2667,0.0,0.0
muži-ovládal,0.4,0.2667,0.0,0.0
rušivý,0.4,0.2667,0.0,0.0
apnoe,0.4,0.2667,0.0,0.0
Lester,0.4,0.2667,0.0,0.0
Somálština,0.4,0.2667,0.0,0.0
aplikován,0.4,0.2667,0.0,0.0
muzikály,0.4,0.2667,0.0,0.0
muzikantů,0.4,0.2667,0.0,0.0
Sonnyho,0.4,0.2667,0.0,0.0
interiér,0.4,0.2667,0.0,0.0
Ferryho,0.4,0.2667,0.0,0.0
mutace,0.4,0.2667,0.0,0.0
Festivalu,0.4,0.2667,0.0,0.0
vnesl,0.4,0.2667,0.0,0.0
Leopolda,0.4,0.2667,0.0,0.0
"intelektu,",0.4,0.2667,0.0,0.0
antropologií,0.4,0.2667,0.0,0.0
antropolog,0.4,0.2667,0.0,0.0
Leonetti,0.4,0.2667,0.0,0.0
multižánrový,0.4,0.2667,0.0,0.0
Globalizace,0.4,0.2667,0.0,0.0
Levá,0.4,0.2667,0.0,0.0
Kostýmy,0.4,0.2667,0.0,0.0
"Smash,",0.4,0.2667,0.0,0.0
"rytířem,",0.4,0.2667,0.0,0.0
Linci,0.4,0.2667,0.0,0.0
Lime,0.4,0.2667,0.0,0.0
víkendový,0.4,0.2667,0.0,0.0
Brasil,0.4,0.2667,0.0,0.0
napadeno,0.4,0.2667,0.0,0.0
nanotechnologie,0.4,0.2667,0.0,0.0
539,0.4,0.2667,0.0,0.0
Ligového,0.4,0.2667,0.0,0.0
Goldmana,0.4,0.2667,0.0,0.0
