,Cue,DCI
11944,##kunst,0.141
11945,##resa,0.141
11946,Oni,0.141
11947,162,0.141
11948,fim,0.141
11949,Giorgio,0.141
11950,##puri,0.141
11951,Bright,0.141
11952,##wne,0.141
11953,##tenberg,0.141
11954,mural,0.141
11955,svet,0.141
11956,##iss,0.141
11957,Choir,0.141
11958,trail,0.141
11959,Nokia,0.141
11960,Hartman,0.141
11961,Muslims,0.141
11962,##sado,0.141
11963,Mauritius,0.141
11964,Historical,0.141
11965,Colonel,0.141
11966,657,0.141
11967,093,0.141
11968,Uttar,0.141
11969,Wolfram,0.141
11970,##stad,0.141
11971,Unix,0.141
11972,Editore,0.141
11973,##zili,0.141
11974,Lindsey,0.141
11975,Wrong,0.141
11976,Silent,0.141
11977,##IM,0.141
11978,Anita,0.141
11979,ECW,0.141
11980,Federal,0.141
11981,##iten,0.141
11982,##tiary,0.141
11983,##tez,0.141
11984,##quilla,0.141
11985,7000,0.141
11986,##ystal,0.141
11987,originali,0.141
11988,Taurus,0.141
11989,##urn,0.141
11990,Bangkok,0.141
11991,bairro,0.141
11992,Nepal,0.141
11993,SK,0.141
11994,Kazan,0.141
11995,A5,0.141
11996,##30,0.141
11997,Wilhelm,0.141
11998,Meister,0.141
11999,##reda,0.141
12000,##rv,0.141
12001,##auta,0.141
12002,##geni,0.141
12003,cast,0.141
12004,##stern,0.141
12005,Buddha,0.141
12006,##stre,0.141
12007,Committee,0.141
12008,incidente,0.141
12009,liaison,0.141
12010,danger,0.141
12011,##euses,0.141
12012,segment,0.141
12013,suba,0.141
12014,##west,0.141
12015,Miracle,0.141
12016,Speech,0.141
12017,hos,0.141
12018,##omos,0.141
12019,##skan,0.141
12020,fos,0.141
12021,##aming,0.141
12022,Eugen,0.141
12023,##esca,0.141
12024,1748,0.141
12025,##bt,0.141
12026,cruise,0.141
12027,##odea,0.141
12028,Eastern,0.141
12029,1744,0.141
12030,Egyptian,0.141
12031,Regis,0.141
12032,##tration,0.141
12033,Font,0.141
12034,##elling,0.141
12035,Metropolis,0.141
12036,lose,0.141
12037,##yjska,0.141
12038,aver,0.141
12039,UCLA,0.141
12040,ah,0.141
12041,Niko,0.141
12042,Delhi,0.141
12043,byte,0.141
12044,psychology,0.141
12045,kb,0.141
12046,Kraft,0.141
12047,Witt,0.141
12048,Rabbit,0.141
12049,Brasil,0.141
12050,limbi,0.141
12051,##rome,0.141
12052,Ariel,0.141
12053,##ktop,0.141
12054,Forrest,0.141
12055,Rota,0.141
12056,##bric,0.141
12057,Worldwide,0.141
12058,##vije,0.141
12059,##jeti,0.141
12060,##kei,0.141
12061,1767,0.141
12062,##ify,0.141
12063,Quiet,0.141
12064,Industrial,0.141
12065,Marisa,0.141
12066,##rafo,0.141
12067,presenter,0.141
12068,Creative,0.141
12069,Cities,0.141
12070,##rante,0.141
12071,Barton,0.141
12072,Fink,0.141
12073,Fowler,0.141
12074,##kun,0.141
12075,07,0.141
12076,Presents,0.141
12077,thi,0.141
12078,Achille,0.141
12079,Coco,0.141
12080,1066,0.141
12081,##cius,0.141
12082,881,0.141
12083,agenda,0.141
12084,Guerre,0.141
12085,peer,0.141
12086,Strong,0.141
12087,Linie,0.141
12088,##iment,0.141
12089,##kley,0.141
12090,Disco,0.141
12091,923,0.141
12092,##ssel,0.141
12093,jury,0.141
12094,##gus,0.141
12095,Charts,0.141
12096,Diploma,0.141
12097,##tay,0.141
12098,##icist,0.141
12099,##ctic,0.141
12100,lati,0.141
12101,Winchester,0.141
12102,partie,0.141
12103,Leverkusen,0.141
12104,##WA,0.141
12105,Susanne,0.141
12106,##kende,0.141
12107,1817,0.141
12108,penn,0.141
12109,903,0.141
12110,moh,0.141
12111,Maire,0.141
12112,Payne,0.141
12113,1297,0.141
12114,Venice,0.141
12115,sini,0.141
12116,Coast,0.141
12117,##tree,0.141
12118,Willem,0.141
12119,##vore,0.141
12120,Cork,0.141
12121,##date,0.141
12122,M4,0.141
12123,##tiva,0.141
12124,Kategorie,0.141
12125,Border,0.141
12126,##yde,0.141
12127,Martino,0.141
12128,##endi,0.141
12129,##citi,0.141
12130,##celli,0.141
12131,##hire,0.141
12132,1827,0.141
12133,##stream,0.141
12134,zero,0.141
12135,##ajno,0.141
12136,##zne,0.141
12137,Anwar,0.141
12138,1693,0.141
12139,##eg,0.141
12140,acu,0.141
12141,##eks,0.141
12142,##saur,0.141
12143,##clo,0.141
12144,##sure,0.141
12145,gar,0.141
12146,diagnostic,0.141
12147,Whole,0.141
12148,Foods,0.141
12149,##sts,0.141
12150,##tones,0.141
12151,##iary,0.141
12152,Munro,0.141
12153,hon,0.141
12154,##case,0.141
12155,##boga,0.141
12156,##tun,0.141
12157,SMS,0.141
12158,1257,0.141
12159,mand,0.141
12160,##arin,0.141
12161,##ogy,0.141
12162,Notice,0.141
12163,Maximum,0.141
12164,##nits,0.141
12165,Bender,0.141
12166,1662,0.141
12167,Social,0.141
12168,Arnaud,0.141
12169,Umberto,0.141
12170,Eco,0.141
12171,Romantic,0.141
12172,first,0.141
12173,Reporter,0.141
12174,##pice,0.141
12175,referendum,0.141
12176,Joaquim,0.141
12177,Ensemble,0.141
12178,##amik,0.141
12179,851,0.141
12180,transparent,0.141
12181,847,0.141
12182,1652,0.141
12183,##umon,0.141
12184,##aration,0.141
12185,##diem,0.141
12186,Kabul,0.141
12187,Boxer,0.141
12188,Bergen,0.141
12189,##sters,0.141
12190,Wings,0.141
12191,Fausto,0.141
12192,Miguel,0.141
12193,gel,0.141
12194,1853,0.141
12195,##jny,0.141
12196,Knowledge,0.141
12197,Monterrey,0.141
12198,Survival,0.141
12199,##volve,0.141
12200,##press,0.141
12201,##riere,0.141
12202,Along,0.141
12203,Blog,0.141
12204,Safe,0.141
12205,Tier,0.141
12206,995,0.141
12207,koko,0.141
12208,101,0.141
12209,##balt,0.141
12210,Critics,0.141
12211,##40,0.141
12212,Kino,0.141
12213,Bogdan,0.141
12214,Arturo,0.141
12215,1299,0.141
12216,##mosi,0.141
12217,Emerson,0.141
12218,han,0.141
12219,Kern,0.141
12220,Tallinn,0.141
12221,##skih,0.141
12222,Ripley,0.141
12223,Rubio,0.141
12224,Levante,0.141
12225,dB,0.141
12226,SP,0.141
12227,##ttu,0.141
12228,mesa,0.141
12229,SS,0.141
12230,Convention,0.141
12231,##bly,0.141
12232,Prairie,0.141
12233,Orte,0.141
12234,1650,0.141
12235,did,0.141
12236,##uste,0.141
12237,##zuli,0.141
12238,##VO,0.141
12239,581,0.141
12240,kilo,0.141
12241,NB,0.141
12242,##berger,0.141
12243,head,0.141
12244,Groot,0.141
12245,SW,0.141
12246,##AT,0.141
12247,##ably,0.141
12248,##icom,0.141
12249,##backs,0.141
12250,Ist,0.141
12251,##lue,0.141
12252,##ower,0.141
12253,un,0.141
12254,Fifth,0.141
12255,Estate,0.141
12256,524,0.141
12257,301,0.141
12258,character,0.141
12259,Tyrone,0.141
12260,mine,0.141
12261,##onia,0.141
12262,Sinclair,0.141
12263,CR,0.141
12264,##PR,0.141
12265,Sterne,0.141
12266,nin,0.141
12267,Asimov,0.141
12268,Figures,0.141
12269,Gender,0.141
12270,##phins,0.141
12271,##prey,0.141
12272,June,0.141
12273,##voru,0.141
12274,055,0.141
12275,Stig,0.141
12276,##litz,0.141
12277,vinta,0.141
12278,Market,0.141
12279,560,0.141
12280,##utati,0.141
12281,hau,0.141
12282,##etem,0.141
12283,Duke,0.141
12284,##color,0.141
12285,##ckt,0.141
12286,##pili,0.141
12287,##anin,0.141
12288,##inte,0.141
12289,Acad,0.141
12290,##neo,0.141
12291,##bai,0.141
12292,ich,0.141
12293,1829,0.141
12294,##misi,0.141
12295,##onde,0.141
12296,sic,0.141
12297,Darling,0.141
12298,##rots,0.141
12299,##ites,0.141
12300,SR,0.141
12301,##idea,0.141
12302,##iato,0.141
12303,##mista,0.141
12304,##istra,0.141
12305,Avant,0.141
12306,bere,0.141
12307,Manor,0.141
12308,Animated,0.141
12309,##vani,0.141
12310,Civic,0.141
12311,militant,0.141
12312,penal,0.141
12313,##ods,0.141
12314,##wei,0.141
12315,##tuk,0.141
12316,##ulus,0.141
12317,Mitte,0.141
12318,##ahun,0.141
12319,val,0.141
12320,rele,0.141
12321,Latina,0.141
12322,Fifty,0.141
12323,##venta,0.141
12324,##resta,0.141
12325,Cour,0.141
12326,Scouts,0.141
12327,Elektra,0.141
12328,##bies,0.141
12329,Luftwaffe,0.141
12330,023,0.141
12331,##tana,0.141
12332,Nacional,0.141
12333,##nzi,0.141
12334,##uai,0.141
12335,103,0.141
12336,viti,0.141
12337,##lig,0.141
12338,District,0.141
12339,Wilmington,0.141
12340,diari,0.141
12341,station,0.141
12342,fragment,0.141
12343,union,0.141
12344,1733,0.141
12345,Rajasthan,0.141
12346,##inis,0.141
12347,##tia,0.141
12348,Sacred,0.141
12349,##manto,0.141
12350,163,0.141
12351,##wid,0.141
12352,Townshend,0.141
12353,geni,0.141
12354,##MM,0.141
12355,##sque,0.141
12356,ulice,0.141
12357,Dudley,0.141
12358,##volo,0.141
12359,##poly,0.141
12360,Empress,0.141
12361,restu,0.141
12362,##aran,0.141
12363,Population,0.141
12364,##GO,0.141
12365,Darwin,0.141
12366,##sholm,0.141
12367,Biol,0.141
12368,Fanny,0.141
12369,##tography,0.141
12370,##cil,0.141
12371,Knox,0.141
12372,##vide,0.141
12373,Forum,0.141
12374,##stas,0.141
12375,Kirke,0.141
12376,{,0.141
12377,people,0.141
12378,Caracas,0.141
12379,remise,0.141
12380,transfer,0.141
12381,sung,0.141
12382,Josep,0.141
12383,Mean,0.141
12384,Sorry,0.141
12385,Visa,0.141
12386,##yas,0.141
12387,##aros,0.141
12388,##DK,0.141
12389,beni,0.141
12390,tota,0.141
12391,##etera,0.141
12392,Coelho,0.141
12393,Reinhold,0.141
12394,erg,0.141
12395,##werks,0.141
12396,aired,0.141
12397,kura,0.141
12398,##iec,0.141
12399,brani,0.141
12400,Huffington,0.141
12401,futuro,0.141
12402,ropa,0.141
12403,##national,0.141
12404,Boxing,0.141
12405,##ipes,0.141
12406,tipe,0.141
12407,##ballo,0.141
12408,##liers,0.141
12409,##nod,0.141
12410,metric,0.141
12411,Indies,0.141
12412,Extreme,0.141
12413,##fig,0.141
12414,##hti,0.141
12415,Neptune,0.141
12416,spend,0.141
12417,Gets,0.141
12418,metri,0.141
12419,Tracks,0.141
12420,Sf,0.141
12421,Sunda,0.141
12422,##malen,0.141
12423,Estonian,0.141
12424,Ricci,0.141
12425,##arde,0.141
12426,venti,0.141
12427,SI,0.141
12428,##NT,0.141
12429,##tella,0.141
12430,Evidence,0.141
12431,##cita,0.141
12432,Russo,0.141
12433,##rang,0.141
12434,##graph,0.141
12435,##enty,0.141
12436,Weekly,0.141
12437,License,0.141
12438,Practice,0.141
12439,TIME,0.141
12440,STAR,0.141
12441,1712,0.141
12442,Carlyle,0.141
12443,##nama,0.141
12444,HIV,0.141
12445,Path,0.141
12446,Aziz,0.141
12447,period,0.141
12448,##itz,0.141
12449,Champions,0.141
12450,##sons,0.141
12451,PR,0.141
12452,Heidelberg,0.141
12453,Haas,0.141
12454,149,0.141
12455,##goga,0.141
12456,Tempo,0.141
12457,##rary,0.141
12458,##iant,0.141
12459,hands,0.141
12460,##phon,0.141
12461,1633,0.141
12462,Political,0.141
12463,Humboldt,0.141
12464,Platte,0.141
12465,Doll,0.141
12466,##giu,0.141
12467,lez,0.141
12468,Carlton,0.141
12469,koma,0.141
12470,Roach,0.141
12471,Ranch,0.141
12472,Emperor,0.141
12473,Zara,0.141
12474,##thus,0.141
12475,Dio,0.141
12476,1326,0.141
12477,1330,0.141
12478,236,0.141
12479,ring,0.141
12480,car,0.141
12481,Architekt,0.141
12482,##zot,0.141
12483,##axe,0.141
12484,Salvatore,0.141
12485,Supply,0.141
12486,Manager,0.141
12487,Northeast,0.141
12488,Uncle,0.141
12489,metodo,0.141
12490,##tile,0.141
12491,##wari,0.141
12492,Architektur,0.141
12493,##ship,0.141
12494,##dges,0.141
12495,Artur,0.141
12496,organisme,0.141
12497,304,0.141
12498,429,0.141
12499,1665,0.141
12500,##gere,0.141
12501,geri,0.141
12502,##thi,0.141
12503,heter,0.141
12504,##lj,0.141
12505,Younger,0.141
12506,Australia,0.141
12507,Worlds,0.141
12508,##ddu,0.141
12509,##dda,0.141
12510,proprie,0.141
12511,broad,0.141
12512,Holding,0.141
12513,##aging,0.141
12514,Armas,0.141
12515,mer,0.141
12516,##disi,0.141
12517,Caro,0.141
12518,##thers,0.141
12519,Herr,0.141
12520,##bria,0.141
12521,Burnett,0.141
12522,687,0.141
12523,known,0.141
12524,##diq,0.141
12525,##muda,0.141
12526,critical,0.141
12527,DO,0.141
12528,##PO,0.141
12529,##LE,0.141
12530,Edda,0.141
12531,quo,0.141
12532,Hon,0.141
12533,##grado,0.141
12534,##OP,0.141
12535,##kui,0.141
12536,uncredited,0.141
12537,##rgo,0.141
12538,Championships,0.141
12539,##tence,0.141
12540,002,0.141
12541,Galicia,0.141
12542,Protein,0.141
12543,ket,0.141
12544,##chua,0.141
12545,Okinawa,0.141
12546,##llion,0.141
12547,trap,0.141
12548,Ferris,0.141
12549,Carmen,0.141
12550,##iego,0.141
12551,##union,0.141
12552,##znika,0.141
12553,##iero,0.141
12554,Monsieur,0.141
12555,1564,0.141
12556,rivals,0.141
12557,Rhin,0.141
12558,##toe,0.141
12559,##gly,0.141
12560,Trouble,0.141
12561,##rida,0.141
12562,ai,0.141
12563,##gati,0.141
12564,Salzburg,0.141
12565,Aachen,0.141
12566,group,0.141
12567,##tica,0.141
12568,raja,0.141
12569,##wear,0.141
12570,Tennis,0.141
12571,Jakuba,0.141
12572,Letters,0.141
12573,maestro,0.141
12574,Holm,0.141
12575,##uminio,0.141
12576,Hermes,0.141
12577,Jaguar,0.141
12578,##lora,0.141
12579,##cev,0.141
12580,vat,0.141
12581,fer,0.141
12582,##rar,0.141
12583,##anon,0.141
12584,Ao,0.141
12585,Bolton,0.141
12586,lat,0.141
12587,Kawas,0.141
12588,doba,0.141
12589,##rond,0.141
12590,1881,0.141
12591,##ntia,0.141
12592,##ieu,0.141
12593,##gge,0.141
12594,filosof,0.141
12595,Canton,0.141
12596,##aud,0.141
12597,drive,0.141
12598,Herald,0.141
12599,mg,0.141
12600,##kach,0.141
12601,ride,0.141
12602,##jung,0.141
12603,Riau,0.141
12604,##owski,0.141
12605,toe,0.141
12606,##posed,0.141
12607,ist,0.141
12608,##ustrator,0.141
12609,palm,0.141
12610,##lir,0.141
12611,Humor,0.141
12612,1422,0.141
12613,##zus,0.141
12614,##duz,0.141
12615,Tomo,0.141
12616,##vinen,0.141
12617,##alen,0.141
12618,frac,0.141
12619,Greek,0.141
12620,PT,0.141
12621,1345,0.141
12622,##rier,0.141
12623,Sprint,0.141
12624,Africa,0.141
12625,Nations,0.141
12626,tap,0.141
12627,dance,0.141
12628,##ppel,0.141
12629,##ptation,0.141
12630,##chester,0.141
12631,Kral,0.141
12632,mineral,0.141
12633,interna,0.141
12634,##sano,0.141
12635,##cce,0.141
12636,kabi,0.141
12637,Sign,0.141
12638,678,0.141
12639,812,0.141
12640,354,0.141
12641,##test,0.141
12642,##eme,0.141
12643,Poet,0.141
12644,##tola,0.141
12645,1356,0.141
12646,Katedra,0.141
12647,laurea,0.141
12648,Cell,0.141
12649,##GA,0.141
12650,Statistik,0.141
12651,Kritik,0.141
12652,Arsenal,0.141
12653,##tati,0.141
12654,tras,0.141
12655,Kada,0.141
12656,##vul,0.141
12657,Torres,0.141
12658,Kosova,0.141
12659,Connection,0.141
12660,##javi,0.141
12661,skala,0.141
12662,##macher,0.141
12663,##urat,0.141
12664,HTML,0.141
12665,##erk,0.141
12666,moja,0.141
12667,Oaks,0.141
12668,##mera,0.141
12669,##ened,0.141
12670,##pf,0.141
12671,McKenzie,0.141
12672,##uan,0.141
12673,avenue,0.141
12674,##mare,0.141
12675,Medici,0.141
12676,##posit,0.141
12677,topo,0.141
12678,Versailles,0.141
12679,solen,0.141
12680,Rossa,0.141
12681,Bande,0.141
12682,person,0.141
12683,##diti,0.141
12684,radar,0.141
12685,##ior,0.141
12686,Milan,0.141
12687,##ious,0.141
12688,##ccupy,0.141
12689,vokal,0.141
12690,Bilbo,0.141
12691,sopra,0.141
12692,##niste,0.141
12693,gero,0.141
12694,210,0.141
12695,##qe,0.141
12696,Assam,0.141
12697,Morrison,0.141
12698,##viste,0.141
12699,510,0.141
12700,##gur,0.141
12701,##oidea,0.141
12702,fe,0.141
12703,##med,0.141
12704,##nome,0.141
12705,Chamber,0.141
12706,##muk,0.141
12707,Arcadia,0.141
12708,1852,0.141
12709,Sims,0.141
12710,Bye,0.141
12711,baby,0.141
12712,##lons,0.141
12713,Extra,0.141
12714,##ganza,0.141
12715,##zli,0.141
12716,Invisible,0.141
12717,action,0.141
12718,Expo,0.141
12719,##IP,0.141
12720,Martial,0.141
12721,##rley,0.141
12722,Exchange,0.141
12723,##hig,0.141
12724,toa,0.141
12725,Judas,0.141
12726,salsa,0.141
12727,##opp,0.141
12728,##uki,0.141
12729,Grosso,0.141
12730,Europa,0.141
12731,Punjabi,0.141
12732,Institution,0.141
12733,Gora,0.141
12734,##enz,0.141
12735,##domo,0.141
12736,Dans,0.141
12737,##sada,0.141
12738,Mixed,0.141
12739,##sor,0.141
12740,##bent,0.141
12741,IRA,0.141
12742,rebel,0.141
12743,##liet,0.141
12744,##aches,0.141
12745,Protestant,0.141
12746,##uary,0.141
12747,##vara,0.141
12748,Material,0.141
12749,##CD,0.141
12750,##site,0.141
12751,analog,0.141
12752,##etz,0.141
12753,Noise,0.141
12754,##tanto,0.141
12755,1246,0.141
12756,Og,0.141
12757,##dene,0.141
12758,##pheus,0.141
12759,Northern,0.141
12760,Ireland,0.141
12761,Nile,0.141
12762,Lagos,0.141
12763,Landau,0.141
12764,Danish,0.141
12765,Order,0.141
12766,Ego,0.141
12767,##dito,0.141
12768,Weber,0.141
12769,konte,0.141
12770,Adelaide,0.141
12771,1400,0.141
12772,##RN,0.141
12773,##fim,0.141
12774,Dalai,0.141
12775,Lama,0.141
12776,WBA,0.141
12777,##even,0.141
12778,##most,0.141
12779,##cor,0.141
12780,Temps,0.141
12781,Bears,0.141
12782,RT,0.141
12783,##HF,0.141
12784,Juliet,0.141
12785,PhD,0.141
12786,##bber,0.141
12787,##ungen,0.141
12788,Kot,0.141
12789,Associates,0.141
12790,154,0.141
12791,Bonaparte,0.141
12792,Plymouth,0.141
12793,1687,0.141
12794,1200,0.141
12795,;,0.141
12796,##ctos,0.141
12797,Constance,0.141
12798,Desert,0.141
12799,##vasi,0.141
12800,Turks,0.141
12801,Shadows,0.141
12802,##sata,0.141
12803,ort,0.141
12804,##odon,0.141
12805,##tista,0.141
12806,polar,0.141
12807,1705,0.141
12808,vlogo,0.141
12809,premier,0.141
12810,Midland,0.141
12811,vand,0.141
12812,Rothschild,0.141
12813,Cie,0.141
12814,Banque,0.141
12815,mau,0.141
12816,placer,0.141
12817,872,0.141
12818,##nburg,0.141
12819,Jang,0.141
12820,##nev,0.141
12821,tone,0.141
12822,##dea,0.141
12823,Teddy,0.141
12824,##tland,0.141
12825,##logo,0.141
12826,Syria,0.141
12827,##WC,0.141
12828,##post,0.141
12829,Falcons,0.141
12830,vro,0.141
12831,neboli,0.141
12832,apa,0.141
12833,luna,0.141
12834,214,0.141
12835,Raiders,0.141
12836,##dence,0.141
12837,lea,0.141
12838,##nose,0.141
12839,##pido,0.141
12840,##pter,0.141
12841,Marea,0.141
12842,fon,0.141
12843,Plaza,0.141
12844,copy,0.141
12845,##pir,0.141
12846,Pakistan,0.141
12847,##ester,0.141
12848,kontrak,0.141
12849,##asia,0.141
12850,1203,0.141
12851,MR,0.141
12852,21st,0.141
12853,##down,0.141
12854,##presso,0.141
12855,sac,0.141
12856,1831,0.141
12857,##dano,0.141
12858,##chnique,0.141
12859,senza,0.141
12860,##quet,0.141
12861,##HA,0.141
12862,1883,0.141
12863,Communications,0.141
12864,Yeah,0.141
12865,##rive,0.141
12866,Due,0.141
12867,FS,0.141
12868,##dler,0.141
12869,##ehan,0.141
12870,##ort,0.141
12871,tout,0.141
12872,tato,0.141
12873,##dies,0.141
12874,Truth,0.141
12875,##onin,0.141
12876,pri,0.141
12877,##vile,0.141
12878,Isle,0.141
12879,Dominicana,0.141
12880,Orlando,0.141
12881,##pito,0.141
12882,##dian,0.141
12883,teori,0.141
12884,##shaw,0.141
12885,##esco,0.141
12886,Ethnic,0.141
12887,lama,0.141
12888,moda,0.141
12889,##dition,0.141
12890,##rvik,0.141
12891,##seri,0.141
12892,tau,0.141
12893,##force,0.141
12894,Pole,0.141
12895,##ulse,0.141
12896,##lga,0.141
12897,##ook,0.141
12898,Basic,0.141
12899,##ukat,0.141
12900,FN,0.141
12901,live,0.141
12902,##uda,0.141
12903,Dort,0.141
12904,371,0.141
12905,Teams,0.141
12906,Nesse,0.141
12907,Schneider,0.141
12908,lai,0.141
12909,Seus,0.141
12910,##icio,0.141
12911,Kannada,0.141
12912,kako,0.141
12913,Bastia,0.141
12914,Ove,0.141
12915,##aard,0.141
12916,can,0.141
12917,eat,0.141
12918,Bucks,0.141
12919,Berlin,0.141
12920,Front,0.141
12921,Democracy,0.141
12922,regular,0.141
12923,##jana,0.141
12924,##vari,0.141
12925,ann,0.141
12926,##wana,0.141
12927,lana,0.141
12928,Parts,0.141
12929,##renada,0.141
12930,##pace,0.141
12931,Products,0.141
12932,##riva,0.141
12933,##aya,0.141
12934,mest,0.141
12935,##erta,0.141
12936,president,0.141
12937,Krim,0.141
12938,794,0.141
12939,##timo,0.141
12940,Avenue,0.141
12941,Motte,0.141
12942,Helene,0.141
12943,Came,0.141
12944,Rowland,0.141
12945,222,0.141
12946,Graves,0.141
12947,multimedia,0.141
12948,##mist,0.141
12949,Klaus,0.141
12950,##inger,0.141
12951,##rui,0.141
12952,Merit,0.141
12953,##halb,0.141
12954,##lmer,0.141
12955,Origins,0.141
12956,SM,0.141
12957,##veg,0.141
12958,##nnu,0.141
12959,##kip,0.141
12960,##hri,0.141
12961,##ngur,0.141
12962,##bah,0.141
12963,##rota,0.141
12964,##burgo,0.141
12965,underground,0.141
12966,Meadows,0.141
12967,259,0.141
12968,truck,0.141
12969,Lesbian,0.141
12970,##raca,0.141
12971,##tain,0.141
12972,##mento,0.141
12973,Vengeance,0.141
12974,Writers,0.141
12975,##lji,0.141
12976,fundamental,0.141
12977,##wide,0.141
12978,##band,0.141
12979,Outside,0.141
12980,##dest,0.141
12981,Rather,0.141
12982,##urg,0.141
12983,panas,0.141
12984,##asis,0.141
12985,bond,0.141
12986,Theo,0.141
12987,##une,0.141
12988,1360,0.141
12989,##lyn,0.141
12990,Bath,0.141
12991,##kust,0.141
12992,##kak,0.141
12993,push,0.141
12994,##etin,0.141
12995,Rollins,0.141
12996,Aleksandr,0.141
12997,ML,0.141
12998,##cam,0.141
12999,stad,0.141
13000,Alternative,0.141
13001,numero,0.141
13002,Natal,0.141
13003,Event,0.141
13004,##iony,0.141
13005,##ished,0.141
13006,linea,0.141
13007,Prema,0.141
13008,151,0.141
13009,Shen,0.141
13010,##marie,0.141
13011,1399,0.141
13012,Diamonds,0.141
13013,297,0.141
13014,jelen,0.141
13015,##rul,0.141
13016,442,0.141
13017,popularity,0.141
13018,Lago,0.141
13019,Kind,0.141
13020,##bridge,0.141
13021,##sef,0.141
13022,oka,0.141
13023,248,0.141
13024,Used,0.141
13025,Syndrome,0.141
13026,##amentals,0.141
13027,Karate,0.141
13028,876,0.141
13029,##egos,0.141
13030,##aurus,0.141
13031,##kryta,0.141
13032,release,0.141
13033,Source,0.141
13034,##com,0.141
13035,Base,0.141
13036,##vant,0.141
13037,##gio,0.141
13038,pelo,0.141
13039,##pone,0.141
13040,comeback,0.141
13041,nemet,0.141
13042,##ninga,0.141
13043,##mban,0.141
13044,Lindberg,0.141
13045,##dim,0.141
13046,Athen,0.141
13047,Course,0.141
13048,Marina,0.141
13049,753,0.141
13050,##fin,0.141
13051,Shoes,0.141
13052,Cathy,0.141
13053,A2,0.141
13054,766,0.141
13055,06,0.141
13056,EV,0.141
13057,##OL,0.141
13058,##UT,0.141
13059,##UR,0.141
13060,##ND,0.141
13061,C1,0.141
13062,900,0.141
13063,567,0.141
13064,BMG,0.141
13065,Munich,0.141
13066,410,0.141
13067,1796,0.141
13068,Sinh,0.141
13069,##ales,0.141
13070,##qi,0.141
13071,Direct,0.141
13072,Gera,0.141
13073,607,0.141
13074,Kimi,0.141
13075,Augusta,0.141
13076,##atina,0.141
13077,Teachers,0.141
13078,won,0.141
13079,dada,0.141
13080,veto,0.141
13081,Landing,0.141
13082,##mau,0.141
13083,283,0.141
13084,##ntyre,0.141
13085,Actor,0.141
13086,Defense,0.141
13087,Doors,0.141
13088,##zzle,0.141
13089,gur,0.141
13090,Changes,0.141
13091,extrem,0.141
13092,tira,0.141
13093,Wolves,0.141
13094,1444,0.141
13095,SEC,0.141
13096,Gibraltar,0.141
13097,Bir,0.141
13098,##rds,0.141
13099,1460,0.141
13100,Sichuan,0.141
13101,##ean,0.141
13102,##eke,0.141
13103,passer,0.141
13104,Budapest,0.141
13105,791,0.141
13106,##rito,0.141
13107,##tyn,0.141
13108,##sul,0.141
13109,##lied,0.141
13110,Hector,0.141
13111,Minute,0.141
13112,Bandung,0.141
13113,Month,0.141
13114,##tail,0.141
13115,Sloan,0.141
13116,Vasa,0.141
13117,##nthe,0.141
13118,1519,0.141
13119,Albums,0.141
13120,Nya,0.141
13121,Eduard,0.141
13122,##rine,0.141
13123,##erti,0.141
13124,420,0.141
13125,##side,0.141
13126,Lola,0.141
13127,Bunny,0.141
13128,##erea,0.141
13129,uga,0.141
13130,##nds,0.141
13131,Workshop,0.141
13132,##loos,0.141
13133,house,0.141
13134,Petrus,0.141
13135,fala,0.141
13136,Wand,0.141
13137,GMT,0.141
13138,##iselle,0.141
13139,##jom,0.141
13140,Heller,0.141
13141,hale,0.141
13142,##pec,0.141
13143,evidence,0.141
13144,Southwest,0.141
13145,##lavno,0.141
13146,##vili,0.141
13147,long,0.141
13148,##rima,0.141
13149,##eed,0.141
13150,mars,0.141
13151,##books,0.141
13152,##game,0.141
13153,kode,0.141
13154,Bois,0.141
13155,Coro,0.141
13156,Kedah,0.141
13157,Maas,0.141
13158,Moran,0.141
13159,Medan,0.141
13160,Sent,0.141
13161,Reprise,0.141
13162,##nyme,0.141
13163,urban,0.141
13164,Sistema,0.141
13165,##tico,0.141
13166,ova,0.141
13167,Vasco,0.141
13168,Unis,0.141
13169,Beatrice,0.141
13170,TA,0.141
13171,##RD,0.141
13172,##ddon,0.141
13173,225,0.141
13174,Ovo,0.141
13175,610,0.141
13176,Wiener,0.141
13177,1608,0.141
13178,LLC,0.141
13179,Zimmer,0.141
13180,##YP,0.141
13181,Phoebe,0.141
13182,894,0.141
13183,Symphony,0.141
13184,Orchestra,0.141
13185,Target,0.141
13186,TX,0.141
13187,##kua,0.141
13188,hole,0.141
13189,Oktober,0.141
13190,585,0.141
13191,Dartmouth,0.141
13192,##vete,0.141
13193,269,0.141
13194,Daryl,0.141
13195,1209,0.141
13196,##venil,0.141
13197,Dolores,0.141
13198,##inda,0.141
13199,##osoma,0.141
13200,##iling,0.141
13201,chart,0.141
13202,##ologe,0.141
13203,hosting,0.141
13204,Fritz,0.141
13205,##tans,0.141
13206,D1,0.141
13207,1611,0.141
13208,yok,0.141
13209,##oor,0.141
13210,##oso,0.141
13211,09,0.141
13212,##14,0.141
13213,##91,0.141
13214,##83,0.141
13215,##27,0.141
13216,##isa,0.141
13217,Rhine,0.141
13218,485,0.141
13219,490,0.141
13220,Greta,0.141
13221,ove,0.141
13222,Did,0.141
