,productivity,utility,coverage,harmonic_mean
Gets,1.0,0.6667,0.0,0.0
##etos,1.0,0.6667,0.0,0.0
Isle,1.0,0.6667,0.0,0.0
##dim,1.0,0.6667,0.0,0.0
beat,1.0,0.6667,0.0,0.0
Humor,1.0,0.6667,0.0,0.0
Shen,1.0,0.6667,0.0,0.0
Visa,1.0,0.6667,0.0,0.0
Sieg,1.0,0.6667,0.0,0.0
Marcel,1.0,0.6667,0.0,0.0
##grado,1.0,0.6667,0.0,0.0
UC,1.0,0.6667,0.0,0.0
##eme,1.0,0.6667,0.0,0.0
Rough,1.0,0.6667,0.0,0.0
UCLA,1.0,0.6667,0.0,0.0
##ider,1.0,0.6667,0.0,0.0
##idea,1.0,0.6667,0.0,0.0
##duz,1.0,0.6667,0.0,0.0
##itas,1.0,0.6667,0.0,0.0
Og,1.0,0.6667,0.0,0.0
Jain,1.0,0.6667,0.0,0.0
##etem,1.0,0.6667,0.0,0.0
Historical,1.0,0.6667,0.0,0.0
##kia,1.0,0.6667,0.0,0.0
Visconti,1.0,0.6667,0.0,0.0
Monterrey,1.0,0.6667,0.0,0.0
bloc,1.0,0.6667,0.0,0.0
##glie,1.0,0.6667,0.0,0.0
Iglesias,1.0,0.6667,0.0,0.0
Moto,1.0,0.6667,0.0,0.0
Lindberg,1.0,0.6667,0.0,0.0
MR,1.0,0.6667,0.0,0.0
##com,1.0,0.6667,0.0,0.0
Vasco,1.0,0.6667,0.0,0.0
##kui,1.0,0.6667,0.0,0.0
RT,1.0,0.6667,0.0,0.0
##ious,1.0,0.6667,0.0,0.0
##ctic,1.0,0.6667,0.0,0.0
##ggi,1.0,0.6667,0.0,0.0
Tennis,1.0,0.6667,0.0,0.0
##gae,1.0,0.6667,0.0,0.0
Rusi,1.0,0.6667,0.0,0.0
Loud,1.0,0.6667,0.0,0.0
Fritz,1.0,0.6667,0.0,0.0
car,1.0,0.6667,0.0,0.0
Hung,1.0,0.6667,0.0,0.0
##irin,1.0,0.6667,0.0,0.0
Galicia,1.0,0.6667,0.0,0.0
Fink,1.0,0.6667,0.0,0.0
##icap,1.0,0.6667,0.0,0.0
Royce,1.0,0.6667,0.0,0.0
Invisible,1.0,0.6667,0.0,0.0
Umberto,1.0,0.6667,0.0,0.0
Versailles,1.0,0.6667,0.0,0.0
##ckt,1.0,0.6667,0.0,0.0
Georg,1.0,0.6667,0.0,0.0
##inis,1.0,0.6667,0.0,0.0
Flint,1.0,0.6667,0.0,0.0
Indus,1.0,0.6667,0.0,0.0
##egu,1.0,0.6667,0.0,0.0
Indians,1.0,0.6667,0.0,0.0
SK,1.0,0.6667,0.0,0.0
Nations,1.0,0.6667,0.0,0.0
##endi,1.0,0.6667,0.0,0.0
Limited,1.0,0.6667,0.0,0.0
Lincolnshire,1.0,0.6667,0.0,0.0
##ened,1.0,0.6667,0.0,0.0
Tomo,1.0,0.6667,0.0,0.0
Zara,1.0,0.6667,0.0,0.0
Heidelberg,1.0,0.6667,0.0,0.0
Johor,1.0,0.6667,0.0,0.0
Hatch,1.0,0.6667,0.0,0.0
Orte,1.0,0.6667,0.0,0.0
Ronde,1.0,0.6667,0.0,0.0
Rolls,1.0,0.6667,0.0,0.0
Material,1.0,0.6667,0.0,0.0
Joaquim,1.0,0.6667,0.0,0.0
Kedah,1.0,0.6667,0.0,0.0
Winchester,1.0,0.6667,0.0,0.0
Evidence,1.0,0.6667,0.0,0.0
##hine,1.0,0.6667,0.0,0.0
bana,1.0,0.6667,0.0,0.0
Outside,1.0,0.6667,0.0,0.0
##cili,1.0,0.6667,0.0,0.0
Kral,1.0,0.6667,0.0,0.0
did,1.0,0.6667,0.0,0.0
Somali,1.0,0.6667,0.0,0.0
Strong,1.0,0.6667,0.0,0.0
##fin,1.0,0.6667,0.0,0.0
Wally,1.0,0.6667,0.0,0.0
Heller,1.0,0.6667,0.0,0.0
derby,1.0,0.6667,0.0,0.0
Weber,1.0,0.6667,0.0,0.0
Wilhelm,1.0,0.6667,0.0,0.0
Protestant,1.0,0.6667,0.0,0.0
##herent,1.0,0.6667,0.0,0.0
Medan,1.0,0.6667,0.0,0.0
Rei,1.0,0.6667,0.0,0.0
##date,1.0,0.6667,0.0,0.0
Tripoli,1.0,0.6667,0.0,0.0
Grau,1.0,0.6667,0.0,0.0
Paolo,1.0,0.6667,0.0,0.0
Juliet,1.0,0.6667,0.0,0.0
##gis,1.0,0.6667,0.0,0.0
##eska,1.0,0.6667,0.0,0.0
Parke,1.0,0.6667,0.0,0.0
Shaun,1.0,0.6667,0.0,0.0
##jut,1.0,0.6667,0.0,0.0
FS,1.0,0.6667,0.0,0.0
Marcos,1.0,0.6667,0.0,0.0
apa,1.0,0.6667,0.0,0.0
##dden,1.0,0.6667,0.0,0.0
Meister,1.0,0.6667,0.0,0.0
##hino,1.0,0.6667,0.0,0.0
##citi,1.0,0.6667,0.0,0.0
Regis,1.0,0.6667,0.0,0.0
388,0.9,0.6,0.0,0.0
##uddin,0.9,0.6,0.0,0.0
view,0.9,0.6,0.0,0.0
crowd,0.9,0.6,0.0,0.0
##fund,0.9,0.6,0.0,0.0
Toni,0.9,0.6,0.0,0.0
Webb,0.8,0.5333,0.0,0.0
Neu,0.8,0.5333,0.0,0.0
##sin,0.8,0.5333,0.0,0.0
##pak,0.8,0.5333,0.0,0.0
Mallorca,0.8,0.5333,0.0,0.0
hang,0.8,0.5333,0.0,0.0
Sui,0.8,0.5333,0.0,0.0
##emmin,0.8,0.5333,0.0,0.0
##osu,0.8,0.5333,0.0,0.0
##ted,0.8,0.5333,0.0,0.0
##ografie,0.8,0.5333,0.0,0.0
Puma,0.8,0.5333,0.0,0.0
##yong,0.8,0.5333,0.0,0.0
##dista,0.8,0.5333,0.0,0.0
interno,0.8,0.5333,0.0,0.0
argumento,0.8,0.5333,0.0,0.0
Windows,0.8,0.5333,0.0,0.0
Gran,0.8,0.5333,0.0,0.0
##ried,0.8,0.5333,0.0,0.0
##cri,0.8,0.5333,0.0,0.0
Speed,0.8,0.5333,0.0,0.0
589,0.8,0.5333,0.0,0.0
Henning,0.8,0.5333,0.0,0.0
bala,0.8,0.5333,0.0,0.0
##sama,0.8,0.5333,0.0,0.0
##EM,0.8,0.5333,0.0,0.0
##pate,0.8,0.5333,0.0,0.0
##yang,0.8,0.5333,0.0,0.0
##rger,0.8,0.5333,0.0,0.0
##kell,0.8,0.5333,0.0,0.0
##ded,0.85,0.55,0.0,0.0
troch,0.85,0.55,0.0,0.0
##niem,0.85,0.55,0.0,0.0
Panny,0.85,0.55,0.0,0.0
Frans,0.85,0.55,0.0,0.0
##igan,0.7,0.4667,0.0,0.0
klar,0.7,0.4667,0.0,0.0
##IR,0.7,0.4667,0.0,0.0
Bibliotheca,0.7,0.4667,0.0,0.0
##cian,0.7,0.4667,0.0,0.0
Reichstag,0.7,0.4667,0.0,0.0
Matthews,0.7,0.4667,0.0,0.0
##inet,0.7,0.4667,0.0,0.0
##mali,0.7,0.4667,0.0,0.0
Okres,0.7,0.4667,0.0,0.0
##zze,0.7,0.4667,0.0,0.0
modul,0.7,0.4667,0.0,0.0
##100,0.7,0.4667,0.0,0.0
Byzantium,0.7,0.4667,0.0,0.0
##air,0.7,0.4667,0.0,0.0
Qu,0.7,0.4667,0.0,0.0
Nowhere,0.7,0.4667,0.0,0.0
##rien,0.7,0.4667,0.0,0.0
##lasi,0.7,0.4667,0.0,0.0
##writing,0.7,0.4667,0.0,0.0
Mol,0.7,0.4667,0.0,0.0
Arctic,0.7,0.4667,0.0,0.0
Cummings,0.7,0.4667,0.0,0.0
##eae,0.7,0.4667,0.0,0.0
##oper,0.7,0.4667,0.0,0.0
motto,0.7,0.4667,0.0,0.0
241,0.7,0.4667,0.0,0.0
eman,0.7,0.4667,0.0,0.0
##nma,0.7,0.4667,0.0,0.0
Sacha,0.7,0.4667,0.0,0.0
##anti,0.7,0.4667,0.0,0.0
1839,0.7,0.4667,0.0,0.0
Anders,0.6,0.4,0.0,0.0
Levant,0.6,0.4,0.0,0.0
Move,0.6,0.4,0.0,0.0
Telugu,0.6,0.4,0.0,0.0
khan,0.6,0.4,0.0,0.0
##lige,0.7,0.4333,0.0,0.0
##werk,0.7,0.4333,0.0,0.0
Organisation,0.7,0.4333,0.0,0.0
1820,0.7,0.4333,0.0,0.0
town,0.7,0.4333,0.0,0.0
##git,0.7,0.4333,0.0,0.0
##zine,0.7,0.4333,0.0,0.0
Much,0.7,0.4333,0.0,0.0
generic,0.7,0.4333,0.0,0.0
Rutgers,0.7,0.4333,0.0,0.0
Renaud,0.7,0.4333,0.0,0.0
##ddo,0.7,0.4333,0.0,0.0
##vido,0.7,0.4333,0.0,0.0
##gre,0.7,0.4333,0.0,0.0
Enough,0.7,0.4333,0.0,0.0
##nez,0.7,0.4333,0.0,0.0
pred,0.7,0.4333,0.0,0.0
##uca,0.7,0.4333,0.0,0.0
##nius,0.7,0.4333,0.0,0.0
tai,0.7,0.4333,0.0,0.0
flor,0.7,0.4333,0.0,0.0
dona,0.7,0.4333,0.0,0.0
una,0.7,0.4333,0.0,0.0
eru,0.6,0.3667,0.0,0.0
March,0.5667,0.3667,0.0,0.0
tribu,0.6167,0.3833,0.0,0.0
##ats,0.6167,0.3833,0.0,0.0
##gines,0.55,0.3167,0.0,0.0
Stephens,0.55,0.3167,0.0,0.0
Defence,0.55,0.3167,0.0,0.0
Massacre,0.55,0.3167,0.0,0.0
GM,0.55,0.3167,0.0,0.0
##CE,0.55,0.3167,0.0,0.0
put,0.55,0.3167,0.0,0.0
Virtual,0.55,0.3167,0.0,0.0
event,0.55,0.3167,0.0,0.0
Anime,0.55,0.3167,0.0,0.0
##mut,0.5167,0.3167,0.0,0.0
##aris,0.4,0.2,0.0,0.0
##asis,0.9,0.6,0.0,0.0
Handel,0.9,0.6,0.0,0.0
##culus,0.9,0.6,0.0,0.0
Rollins,0.9,0.6,0.0,0.0
##lain,0.9,0.6,0.0,0.0
##IP,0.9,0.6,0.0,0.0
house,0.9,0.6,0.0,0.0
1773,0.9,0.6,0.0,0.0
##VO,0.9,0.6,0.0,0.0
president,0.9,0.6,0.0,0.0
oli,0.9,0.6,0.0,0.0
person,0.9,0.6,0.0,0.0
panas,0.9,0.6,0.0,0.0
MM,0.9,0.6,0.0,0.0
Source,0.9,0.6,0.0,0.0
##inte,0.9,0.6,0.0,0.0
##gere,0.9,0.6,0.0,0.0
head,0.9,0.6,0.0,0.0
racing,0.9,0.6,0.0,0.0
##bero,0.9,0.6,0.0,0.0
Volume,0.9,0.6,0.0,0.0
##atina,0.9,0.6,0.0,0.0
ms,0.9,0.6,0.0,0.0
Fam,0.9,0.6,0.0,0.0
##org,0.9,0.6,0.0,0.0
long,0.9,0.6,0.0,0.0
WBA,0.9,0.6,0.0,0.0
Cynthia,0.9,0.6,0.0,0.0
Teams,0.9,0.6,0.0,0.0
Jang,0.9,0.6,0.0,0.0
Indies,0.9,0.6,0.0,0.0
Josephine,0.9,0.6,0.0,0.0
##fig,0.9,0.6,0.0,0.0
linea,0.9,0.6,0.0,0.0
##plom,0.9,0.6,0.0,0.0
chart,0.9,0.6,0.0,0.0
##ched,0.9,0.6,0.0,0.0
nat,0.9,0.6,0.0,0.0
401,0.9,0.6,0.0,0.0
Desert,0.9,0.6,0.0,0.0
Vigo,0.9,0.6,0.0,0.0
Extreme,0.9,0.6,0.0,0.0
##hti,0.9,0.6,0.0,0.0
##usso,0.9,0.6,0.0,0.0
##erta,0.9,0.6,0.0,0.0
##onista,0.9,0.6,0.0,0.0
##quet,0.9,0.6,0.0,0.0
mau,0.9,0.6,0.0,0.0
Kannada,0.9,0.6,0.0,0.0
Bonnet,0.8,0.5333,0.0,0.0
Hoover,0.8,0.5333,0.0,0.0
new,0.8,0.5333,0.0,0.0
Daphne,0.8,0.5333,0.0,0.0
##gini,0.8,0.5333,0.0,0.0
##mphe,0.8,0.5333,0.0,0.0
##sim,0.8,0.5333,0.0,0.0
AV,0.8,0.5333,0.0,0.0
Brass,0.8,0.5333,0.0,0.0
back,0.8,0.5333,0.0,0.0
##rl,0.8,0.5333,0.0,0.0
##iq,0.8,0.5333,0.0,0.0
1462,0.8,0.5333,0.0,0.0
##ione,0.7,0.4667,0.0,0.0
##arta,0.7,0.4667,0.0,0.0
Underwood,0.7,0.4667,0.0,0.0
##pres,0.7,0.4667,0.0,0.0
Till,0.7,0.4667,0.0,0.0
##rano,0.7,0.4667,0.0,0.0
Halen,0.7,0.4667,0.0,0.0
agora,0.7,0.4667,0.0,0.0
323,0.7,0.4667,0.0,0.0
##mine,0.7,0.4667,0.0,0.0
Bear,0.7,0.4667,0.0,0.0
##lca,0.7,0.4667,0.0,0.0
##itie,0.7,0.4667,0.0,0.0
features,0.7,0.4667,0.0,0.0
566,0.7,0.4667,0.0,0.0
pet,0.7,0.4667,0.0,0.0
Platform,0.7,0.4667,0.0,0.0
magister,0.7,0.4667,0.0,0.0
Making,0.7,0.4667,0.0,0.0
Madame,0.7,0.4667,0.0,0.0
Botswana,0.7,0.4667,0.0,0.0
##hard,0.7,0.4667,0.0,0.0
##mmi,0.7,0.4667,0.0,0.0
okruhu,0.7,0.4667,0.0,0.0
##fera,0.7,0.4667,0.0,0.0
Pavla,0.7,0.4667,0.0,0.0
Ton,0.7,0.4667,0.0,0.0
Strait,0.75,0.4833,0.0,0.0
##llis,0.75,0.4833,0.0,0.0
Jsou,0.75,0.4833,0.0,0.0
155,0.75,0.4833,0.0,0.0
nektar,0.75,0.4833,0.0,0.0
atlas,0.75,0.4833,0.0,0.0
cap,0.75,0.4833,0.0,0.0
1793,0.6,0.4,0.0,0.0
##undo,0.6,0.4,0.0,0.0
Addis,0.6,0.4,0.0,0.0
##bine,0.6,0.4,0.0,0.0
##enzen,0.6,0.4,0.0,0.0
##stavuje,0.6,0.4,0.0,0.0
Honorary,0.6,0.4,0.0,0.0
DS,0.6,0.4,0.0,0.0
##fas,0.6,0.4,0.0,0.0
Kristin,0.6,0.4,0.0,0.0
##rillo,0.6,0.4,0.0,0.0
Tudor,0.6,0.4,0.0,0.0
Jury,0.6,0.4,0.0,0.0
self,0.6,0.4,0.0,0.0
##ranno,0.6,0.4,0.0,0.0
transform,0.6,0.4,0.0,0.0
##mit,0.6,0.4,0.0,0.0
##mee,0.5,0.3333,0.0,0.0
Guide,0.6,0.3667,0.0,0.0
##rium,0.6,0.3667,0.0,0.0
Nauk,0.6,0.3667,0.0,0.0
Cadillac,0.6,0.3667,0.0,0.0
IS,0.6,0.3667,0.0,0.0
##iar,0.6,0.3667,0.0,0.0
##zano,0.6,0.3667,0.0,0.0
##linge,0.6,0.3667,0.0,0.0
##atni,0.6,0.3667,0.0,0.0
sorti,0.6,0.3667,0.0,0.0
##usto,0.6,0.3667,0.0,0.0
imperial,0.6,0.3667,0.0,0.0
##fekt,0.6,0.3667,0.0,0.0
##yon,0.6,0.3667,0.0,0.0
Gamble,0.6,0.3667,0.0,0.0
Youth,0.6,0.3667,0.0,0.0
##eje,0.6,0.3667,0.0,0.0
##eben,0.6,0.3667,0.0,0.0
Minsk,0.6,0.3667,0.0,0.0
NSA,0.6,0.3667,0.0,0.0
##eath,0.6,0.3667,0.0,0.0
##aa,0.5,0.3,0.0,0.0
##acle,0.45,0.25,0.0,0.0
##uchy,0.45,0.25,0.0,0.0
##coma,0.45,0.25,0.0,0.0
##aca,0.45,0.25,0.0,0.0
pedagog,0.45,0.25,0.0,0.0
##tanto,0.8,0.5333,0.0,0.0
##banks,0.8,0.5333,0.0,0.0
Raiders,0.8,0.5333,0.0,0.0
##rine,0.8,0.5333,0.0,0.0
Bender,0.8,0.5333,0.0,0.0
Hagen,0.8,0.5333,0.0,0.0
ute,0.8,0.5333,0.0,0.0
Reinhold,0.8,0.5333,0.0,0.0
moda,0.8,0.5333,0.0,0.0
##roch,0.8,0.5333,0.0,0.0
Wednesday,0.8,0.5333,0.0,0.0
Health,0.8,0.5333,0.0,0.0
Kino,0.8,0.5333,0.0,0.0
190,0.8,0.5333,0.0,0.0
Stig,0.8,0.5333,0.0,0.0
##krona,0.8,0.5333,0.0,0.0
passer,0.8,0.5333,0.0,0.0
M4,0.8,0.5333,0.0,0.0
@,0.8,0.5333,0.0,0.0
851,0.8,0.5333,0.0,0.0
999,0.8,0.5333,0.0,0.0
Bastia,0.8,0.5333,0.0,0.0
Legion,0.8,0.5333,0.0,0.0
Helene,0.8,0.5333,0.0,0.0
Biol,0.8,0.5333,0.0,0.0
Voltaire,0.8,0.5333,0.0,0.0
##inci,0.8,0.5333,0.0,0.0
##sts,0.8,0.5333,0.0,0.0
over,0.8,0.5333,0.0,0.0
ulic,0.8,0.5333,0.0,0.0
jury,0.8,0.5333,0.0,0.0
Aston,0.8,0.5333,0.0,0.0
Luca,0.8,0.5333,0.0,0.0
LLC,0.8,0.5333,0.0,0.0
##odea,0.8,0.5333,0.0,0.0
##ished,0.8,0.5333,0.0,0.0
lake,0.8,0.5333,0.0,0.0
Ao,0.8,0.5333,0.0,0.0
##sul,0.8,0.5333,0.0,0.0
laurea,0.8,0.5333,0.0,0.0
laude,0.8,0.5333,0.0,0.0
##tez,0.8,0.5333,0.0,0.0
Kyoto,0.8,0.5333,0.0,0.0
##nev,0.8,0.5333,0.0,0.0
##riere,0.8,0.5333,0.0,0.0
Klaus,0.8,0.5333,0.0,0.0
##IM,0.8,0.5333,0.0,0.0
##ios,0.8,0.5333,0.0,0.0
Walls,0.8,0.5333,0.0,0.0
Adelaide,0.8,0.5333,0.0,0.0
Kosovo,0.8,0.5333,0.0,0.0
Wilmington,0.8,0.5333,0.0,0.0
Joana,0.8,0.5333,0.0,0.0
163,0.8,0.5333,0.0,0.0
Vasa,0.8,0.5333,0.0,0.0
##dance,0.8,0.5333,0.0,0.0
Lindsey,0.8,0.5333,0.0,0.0
##nthe,0.8,0.5333,0.0,0.0
Brasil,0.8,0.5333,0.0,0.0
Richter,0.8,0.5333,0.0,0.0
##klis,0.8,0.5333,0.0,0.0
##dges,0.8,0.5333,0.0,0.0
##javi,0.8,0.5333,0.0,0.0
Gand,0.8,0.5333,0.0,0.0
Minute,0.8,0.5333,0.0,0.0
Freddy,0.8,0.5333,0.0,0.0
##40,0.8,0.5333,0.0,0.0
geni,0.8,0.5333,0.0,0.0
##pido,0.8,0.5333,0.0,0.0
##etz,0.8,0.5333,0.0,0.0
Colonial,0.8,0.5333,0.0,0.0
brand,0.8,0.5333,0.0,0.0
##tut,0.8,0.5333,0.0,0.0
Coco,0.8,0.5333,0.0,0.0
Motte,0.8,0.5333,0.0,0.0
##tun,0.8,0.5333,0.0,0.0
##rota,0.8,0.5333,0.0,0.0
##lied,0.8,0.5333,0.0,0.0
##pter,0.8,0.5333,0.0,0.0
hale,0.8,0.5333,0.0,0.0
##zot,0.8,0.5333,0.0,0.0
Civic,0.8,0.5333,0.0,0.0
Sacred,0.8,0.5333,0.0,0.0
##umon,0.8,0.5333,0.0,0.0
##zus,0.8,0.5333,0.0,0.0
##pec,0.8,0.5333,0.0,0.0
023,0.8,0.5333,0.0,0.0
Eastern,0.8,0.5333,0.0,0.0
Mitte,0.8,0.5333,0.0,0.0
038,0.8,0.5333,0.0,0.0
Committee,0.8,0.5333,0.0,0.0
Sven,0.8,0.5333,0.0,0.0
vlogo,0.8,0.5333,0.0,0.0
fitness,0.8,0.5333,0.0,0.0
ring,0.8,0.5333,0.0,0.0
copy,0.8,0.5333,0.0,0.0
##poly,0.8,0.5333,0.0,0.0
##posit,0.8,0.5333,0.0,0.0
Darling,0.8,0.5333,0.0,0.0
##hammer,0.8,0.5333,0.0,0.0
Demon,0.8,0.5333,0.0,0.0
Nauru,0.8,0.5333,0.0,0.0
##litz,0.8,0.5333,0.0,0.0
Taurus,0.8,0.5333,0.0,0.0
finn,0.8,0.5333,0.0,0.0
cum,0.8,0.5333,0.0,0.0
cara,0.8,0.5333,0.0,0.0
##pping,0.8,0.5333,0.0,0.0
##iant,0.8,0.5333,0.0,0.0
vos,0.8,0.5333,0.0,0.0
dada,0.8,0.5333,0.0,0.0
fragment,0.8,0.5333,0.0,0.0
Dolores,0.8,0.5333,0.0,0.0
##mania,0.8,0.5333,0.0,0.0
SEC,0.8,0.5333,0.0,0.0
psychology,0.8,0.5333,0.0,0.0
##ystal,0.8,0.5333,0.0,0.0
futuro,0.8,0.5333,0.0,0.0
share,0.8,0.5333,0.0,0.0
##erea,0.8,0.5333,0.0,0.0
sia,0.8,0.5333,0.0,0.0
sung,0.8,0.5333,0.0,0.0
##bull,0.8,0.5333,0.0,0.0
Met,0.8,0.5333,0.0,0.0
##simo,0.8,0.5333,0.0,0.0
##buk,0.8,0.5333,0.0,0.0
##une,0.8,0.5333,0.0,0.0
##site,0.8,0.5333,0.0,0.0
avenue,0.8,0.5333,0.0,0.0
Egyptian,0.8,0.5333,0.0,0.0
popularity,0.8,0.5333,0.0,0.0
Eduard,0.8,0.5333,0.0,0.0
Miguel,0.8,0.5333,0.0,0.0
Stratford,0.8,0.5333,0.0,0.0
dobra,0.8,0.5333,0.0,0.0
##ledge,0.8,0.5333,0.0,0.0
Centru,0.8,0.5333,0.0,0.0
Mauritius,0.8,0.5333,0.0,0.0
bairro,0.8,0.5333,0.0,0.0
ker,0.7,0.4667,0.0,0.0
##anos,0.7,0.4667,0.0,0.0
Blackpool,0.7,0.4667,0.0,0.0
Minogue,0.7,0.4667,0.0,0.0
##zei,0.7,0.4667,0.0,0.0
Canadian,0.7,0.4667,0.0,0.0
##fte,0.7,0.4667,0.0,0.0
Courage,0.7,0.4667,0.0,0.0
Nabi,0.7,0.4667,0.0,0.0
technology,0.7,0.4667,0.0,0.0
Tras,0.7,0.4667,0.0,0.0
Nicola,0.7,0.4667,0.0,0.0
sola,0.7,0.4667,0.0,0.0
permanent,0.7,0.4667,0.0,0.0
out,0.7,0.4667,0.0,0.0
Hockey,0.7,0.4667,0.0,0.0
grant,0.6,0.4,0.0,0.0
Trier,0.6,0.4,0.0,0.0
Lars,0.6,0.4,0.0,0.0
141,0.6,0.4,0.0,0.0
Hyun,0.6,0.4,0.0,0.0
##itos,0.6,0.4,0.0,0.0
capella,0.6,0.4,0.0,0.0
555,0.6,0.4,0.0,0.0
Serra,0.6,0.4,0.0,0.0
Maj,0.6,0.4,0.0,0.0
reference,0.6,0.4,0.0,0.0
Packers,0.6,0.4,0.0,0.0
Parma,0.6,0.4,0.0,0.0
raz,0.65,0.4167,0.0,0.0
##cit,0.65,0.4167,0.0,0.0
Wait,0.65,0.4167,0.0,0.0
##cket,0.65,0.4167,0.0,0.0
Forward,0.65,0.4167,0.0,0.0
Anatolia,0.65,0.4167,0.0,0.0
##mid,0.5,0.3333,0.0,0.0
holding,0.5,0.3333,0.0,0.0
Bees,0.5,0.3,0.0,0.0
Total,0.5,0.3,0.0,0.0
Mira,0.5,0.3,0.0,0.0
Lec,0.5,0.3,0.0,0.0
Keep,0.5,0.3,0.0,0.0
##ners,0.5,0.3,0.0,0.0
1603,0.5,0.3,0.0,0.0
tome,0.5,0.3,0.0,0.0
1692,0.5,0.3,0.0,0.0
politici,0.5,0.3,0.0,0.0
##ghe,0.4167,0.25,0.0,0.0
##yku,0.35,0.1833,0.0,0.0
Access,0.35,0.1833,0.0,0.0
syne,0.35,0.1833,0.0,0.0
##ppa,0.35,0.1833,0.0,0.0
Symphony,0.7,0.4667,0.0,0.0
militant,0.7,0.4667,0.0,0.0
##press,0.7,0.4667,0.0,0.0
442,0.7,0.4667,0.0,0.0
##uki,0.7,0.4667,0.0,0.0
##mante,0.7,0.4667,0.0,0.0
District,0.7,0.4667,0.0,0.0
sic,0.7,0.4667,0.0,0.0
mer,0.7,0.4667,0.0,0.0
876,0.7,0.4667,0.0,0.0
Karate,0.7,0.4667,0.0,0.0
Dio,0.7,0.4667,0.0,0.0
Swiss,0.7,0.4667,0.0,0.0
##disi,0.7,0.4667,0.0,0.0
##viste,0.7,0.4667,0.0,0.0
Jaguar,0.7,0.4667,0.0,0.0
mesa,0.7,0.4667,0.0,0.0
Pero,0.7,0.4667,0.0,0.0
lige,0.7,0.4667,0.0,0.0
Okinawa,0.7,0.4667,0.0,0.0
Path,0.7,0.4667,0.0,0.0
STAR,0.7,0.4667,0.0,0.0
ds,0.7,0.4667,0.0,0.0
Sterne,0.7,0.4667,0.0,0.0
lead,0.7,0.4667,0.0,0.0
##oan,0.7,0.4667,0.0,0.0
EF,0.7,0.4667,0.0,0.0
mg,0.7,0.4667,0.0,0.0
Worlds,0.7,0.4667,0.0,0.0
Weekly,0.7,0.4667,0.0,0.0
Workshop,0.7,0.4667,0.0,0.0
TX,0.7,0.4667,0.0,0.0
##issa,0.7,0.4667,0.0,0.0
##tenberg,0.7,0.4667,0.0,0.0
##cil,0.7,0.4667,0.0,0.0
##aches,0.7,0.4667,0.0,0.0
894,0.7,0.4667,0.0,0.0
Woolf,0.7,0.4667,0.0,0.0
temp,0.7,0.4667,0.0,0.0
##rui,0.7,0.4667,0.0,0.0
##upat,0.7,0.4667,0.0,0.0
##lue,0.7,0.4667,0.0,0.0
##vore,0.7,0.4667,0.0,0.0
##eres,0.7,0.4667,0.0,0.0
Det,0.7,0.4667,0.0,0.0
June,0.7,0.4667,0.0,0.0
Aachen,0.7,0.4667,0.0,0.0
##tans,0.7,0.4667,0.0,0.0
trail,0.7,0.4667,0.0,0.0
speech,0.7,0.4667,0.0,0.0
##urn,0.7,0.4667,0.0,0.0
Sichuan,0.7,0.4667,0.0,0.0
sitter,0.7,0.4667,0.0,0.0
solen,0.7,0.4667,0.0,0.0
##este,0.7,0.4667,0.0,0.0
lose,0.7,0.4667,0.0,0.0
Achille,0.7,0.4667,0.0,0.0
zato,0.7,0.4667,0.0,0.0
##kant,0.7,0.4667,0.0,0.0
A2,0.7,0.4667,0.0,0.0
##chnique,0.7,0.4667,0.0,0.0
Actor,0.7,0.4667,0.0,0.0
Kritik,0.7,0.4667,0.0,0.0
##kach,0.7,0.4667,0.0,0.0
Orchestra,0.7,0.4667,0.0,0.0
##NP,0.7,0.4667,0.0,0.0
PT,0.7,0.4667,0.0,0.0
##rott,0.7,0.4667,0.0,0.0
soo,0.7,0.4667,0.0,0.0
WrestleMania,0.7,0.4667,0.0,0.0
##ahl,0.7,0.4667,0.0,0.0
##OP,0.7,0.4667,0.0,0.0
maestro,0.7,0.4667,0.0,0.0
motore,0.7,0.4667,0.0,0.0
moh,0.7,0.4667,0.0,0.0
FN,0.7,0.4667,0.0,0.0
794,0.7,0.4667,0.0,0.0
Wand,0.7,0.4667,0.0,0.0
##jom,0.7,0.4667,0.0,0.0
sona,0.7,0.4667,0.0,0.0
Sacramento,0.7,0.4667,0.0,0.0
##dito,0.7,0.4667,0.0,0.0
##vari,0.7,0.4667,0.0,0.0
Dominicana,0.7,0.4667,0.0,0.0
560,0.7,0.4667,0.0,0.0
##put,0.7,0.4667,0.0,0.0
Voyager,0.7,0.4667,0.0,0.0
Schneider,0.7,0.4667,0.0,0.0
dance,0.7,0.4667,0.0,0.0
Kosova,0.7,0.4667,0.0,0.0
Ensemble,0.7,0.4667,0.0,0.0
Wilkes,0.7,0.4667,0.0,0.0
##rley,0.7,0.4667,0.0,0.0
Parts,0.7,0.4667,0.0,0.0
##luse,0.7,0.4667,0.0,0.0
##onin,0.7,0.4667,0.0,0.0
62,0.7,0.4667,0.0,0.0
double,0.7,0.4667,0.0,0.0
##dley,0.7,0.4667,0.0,0.0
510,0.7,0.4667,0.0,0.0
##ulli,0.7,0.4667,0.0,0.0
Ove,0.7,0.4667,0.0,0.0
##chester,0.7,0.4667,0.0,0.0
##backs,0.7,0.4667,0.0,0.0
Pearson,0.7,0.4667,0.0,0.0
Along,0.7,0.4667,0.0,0.0
